"",,,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Industrial water withdrawal (10^9 m3/year)","Czechia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,1.514,"E",,,,"",,,,"",,,,"",,2017,0.9672,"",
"Industrial water withdrawal (10^9 m3/year)","Denmark","World | Europe",,,"",,,,"",,1970,0.08,"E",,1975,0.045,"E",,1980,0.045,"E",,1985,0.33,"E",,1990,0.225,"E",,,,"",,2002,0.0619,"E",,2007,0.0423,"E",,2012,0.141,"I",,2016,0.0329,"",
"Industrial water withdrawal (10^9 m3/year)","Estonia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,2.253,"E",,1995,1.262,"","[234]",,,"",,,,"",,2012,1.565,"",,2017,1.721,"",
"Industrial water withdrawal (10^9 m3/year)","Faroe Islands","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Finland","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,1.903,"E",,1995,2.124,"E",,,,"",,,,"",,,,"",,2016,1.417,"E",
"Industrial water withdrawal (10^9 m3/year)","France","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,1985,24.51,"E",,1992,28.32,"E",,1997,21.1,"E",,2002,22.11,"E",,2007,21.79,"E",,2012,19.77,"",,2016,18.15,"","[235]"
"Industrial water withdrawal (10^9 m3/year)","Germany","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,37.8,"",,2001,32.6,"E",,,,"",,,,"",,2016,19.75,"I",
"Industrial water withdrawal (10^9 m3/year)","Greece","World | Europe",,,"",,,,"",,,,"",,1975,0.1148,"E",,,,"",,1985,0.24,"E",,,,"",,1997,0.2339,"E",,,,"",,2007,0.3255,"",,2012,0.126,"E",,2016,0.2083,"E",
"Industrial water withdrawal (10^9 m3/year)","Holy See","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Hungary","World | Europe",,,"",,,,"",,1970,1.667,"E",,1975,2.312,"E",,,,"",,1985,3.493,"",,1992,5.204,"E",,1996,4.726,"E",,2002,4.209,"",,2007,4.486,"E",,2012,4.013,"E",,2017,3.358,"",
"Industrial water withdrawal (10^9 m3/year)","Iceland","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,0.01,"E",,1985,0.01,"E",,1992,0.01,"E",,,,"",,2002,0.014,"E",,2004,0.014,"E",,2012,0.2,"",,2015,0.198,"",
"Industrial water withdrawal (10^9 m3/year)","Ireland","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,0.527,"E",,,,"",,,,"",,1994,0.527,"E",,,,"",,2007,0.051,"E",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Italy","World | Europe",,,"",,,,"",,1970,9.0,"",,1975,12.09,"I",,1980,15.17,"",,1985,13.84,"I",,1990,12.5,"",,,,"",,2000,16.29,"L",,,,"",,,,"",,2013,7.7,"",
"Industrial water withdrawal (10^9 m3/year)","Latvia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0426,"E",,2012,0.0563,"E",,2017,0.0252,"I",
"Industrial water withdrawal (10^9 m3/year)","Liechtenstein","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Lithuania","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,4.139,"",,2001,2.543,"E",,,,"",,,,"","[236]",2017,0.0697,"",
"Industrial water withdrawal (10^9 m3/year)","Luxembourg","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.0144,"E",,1999,0.0142,"E",,,,"",,2012,0.0037,"E",,2017,0.0016,"",
"Industrial water withdrawal (10^9 m3/year)","Malta","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.0,"E",,,,"",,1995,0.0,"",,2000,5.0E-4,"L",,2007,0.001,"E",,2012,0.001,"E",,2017,0.001,"",
"Industrial water withdrawal (10^9 m3/year)","Monaco","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.0,"E",,1997,0.0,"E",,2002,0.0,"E",,2007,0.0,"E",,2009,0.0,"E",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Montenegro","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0673,"E",,2008,0.0628,"E",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Netherlands","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,6.519,"E",,1996,5.01,"E",,2001,7.558,"E",,2007,9.629,"E",,2012,9.446,"E",,2016,14.74,"",
"Industrial water withdrawal (10^9 m3/year)","North Macedonia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,0.274,"",,2002,0.1397,"E",,2007,0.1993,"E",,,,"",,2013,0.107,"E",
"Industrial water withdrawal (10^9 m3/year)","Norway","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,0.909,"E",,1999,0.783,"E",,2007,1.233,"E",,2009,1.071,"E",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Poland","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,9.18,"E",,1997,9.425,"E",,,,"",,,,"",,2010,7.651,"",,2017,7.035,"",
"Industrial water withdrawal (10^9 m3/year)","Portugal","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,3.1,"E",,,,"",,1998,1.497,"E",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Republic of Moldova","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.919,"","[237]",,,"",,2000,0.9912,"L",,2005,0.8825,"L",,,,"",,2017,0.65,"",
"Industrial water withdrawal (10^9 m3/year)","Romania","World | Europe",,,"",,,,"",,1970,4.72,"",,1975,6.65,"",,1980,9.81,"",,1985,9.34,"",,1990,9.06,"",,1997,7.43,"",,2002,6.17,"",,2006,3.75,"",,2012,4.336,"E",,2017,4.234,"",
"Industrial water withdrawal (10^9 m3/year)","Russian Federation","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,47.5,"",,2001,39.6,"","[238]",,,"",,,,"",,2017,28.04,"",
"Industrial water withdrawal (10^9 m3/year)","San Marino","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Serbia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,3.097,"I",,2017,4.057,"I",
"Industrial water withdrawal (10^9 m3/year)","Slovakia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,0.761,"E",,2002,0.6225,"E",,2007,0.307,"E",,2012,0.3288,"E",,2017,0.2312,"",
"Industrial water withdrawal (10^9 m3/year)","Slovenia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.7055,"E",,2007,0.7629,"E",,2012,0.7641,"E",,2017,0.758,"",
"Industrial water withdrawal (10^9 m3/year)","Spain","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,1986,11.92,"",,1991,6.4,"E",,1997,6.68,"E",,2002,7.447,"E",,2007,6.495,"E",,2012,6.572,"E",,2016,5.966,"",
"Industrial water withdrawal (10^9 m3/year)","Sweden","World | Europe",,,"",,,,"",,1970,2.96,"E",,1975,2.96,"E",,1980,2.96,"E",,,,"",,1992,1.783,"E",,1997,1.509,"E",,2002,1.503,"E",,2007,1.523,"E",,2010,1.572,"E",,2015,1.345,"",
"Industrial water withdrawal (10^9 m3/year)","Switzerland","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,0.6427,"E",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Ukraine","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,13.5,"",,,,"",,2000,9.486,"I",,2005,7.24,"I",,2010,7.126,"I",,2017,3.577,"",
"Industrial water withdrawal (10^9 m3/year)","United Kingdom","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,7.19,"L",,2007,1.193,"E",,2012,1.122,"E",,2016,1.01,"",
"Industrial water withdrawal (10^9 m3/year)","Australia","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2001,2.227,"",,2005,2.332,"",,2012,2.688,"",,2017,2.662,"",
"Industrial water withdrawal (10^9 m3/year)","Cook Islands","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Fiji","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.006,"",,,,"",,,,"",,2000,0.0088,"I",,2005,0.0096,"I",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Kiribati","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Marshall Islands","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Micronesia (Federated States of)","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Nauru","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","New Zealand","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.19,"",,,,"",,,,"",,2000,0.2,"L",,2006,0.939,"E",,2010,1.184,"E",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Niue","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Palau","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Samoa","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Solomon Islands","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Tokelau","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Tonga","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Tuvalu","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Vanuatu","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Municipal water withdrawal (10^9 m3/year)","Belize","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.002,"",,,,"",,1995,0.011,"",,2000,0.0114,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Costa Rica","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,0.757,"",,,,"",,,,"",,2012,0.58,"",,2015,0.652,"",
"Municipal water withdrawal (10^9 m3/year)","El Salvador","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.246,"",,,,"",,2000,0.379,"L",,2005,0.474,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Guatemala","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.104,"",,,,"",,2000,0.4298,"L",,2006,0.835,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Honduras","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.061,"",,,,"",,,,"",,2003,0.315,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Nicaragua","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1998,0.181,"",,,,"",,2008,0.286,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Panama","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.2067,"L",,2005,0.2629,"L",,2010,0.581,"",,2016,0.7591,"",
"Municipal water withdrawal (10^9 m3/year)","Cuba","Americas | Central America and Caribbean | Greater Antilles",,,"",,,,"",,,,"",,1975,0.729,"",,,,"",,,,"",,,,"",,1995,1.78,"",,,,"",,2007,1.7,"I",,,,"",,2013,1.7,"",
"Municipal water withdrawal (10^9 m3/year)","Dominican Republic","Americas | Central America and Caribbean | Greater Antilles",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.6,"I",,2005,0.724,"",,2010,0.855,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Haiti","Americas | Central America and Caribbean | Greater Antilles",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.0499,"",,1995,0.111,"",,,,"",,,,"",,2009,0.19,"L",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Jamaica","Americas | Central America and Caribbean | Greater Antilles",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1993,0.167,"",,,,"",,2005,0.288,"I",,,,"",,2016,0.14,"",
"Municipal water withdrawal (10^9 m3/year)","Antigua and Barbuda","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.003,"",,,,"",,,,"",,2005,0.0053,"L",,2012,0.0072,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Bahamas","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.025,"",,,,"",,,,"",,2013,0.031,"I",
"Municipal water withdrawal (10^9 m3/year)","Barbados","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,0.02,"I",,,,"",,2005,0.02,"I",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Dominica","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2010,0.019,"I",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Grenada","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2014,0.012,"I",
"Municipal water withdrawal (10^9 m3/year)","Saint Kitts and Nevis","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,0.0154,"I",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Saint Lucia","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0125,"I",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Saint Vincent and the Grenadines","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,0.0085,"I",
"Municipal water withdrawal (10^9 m3/year)","Trinidad and Tobago","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,0.1876,"",,2000,0.198,"",,2005,0.214,"I",,2011,0.2376,"I",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Canada","Americas | Northern America | Northern America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,5.102,"E","[239]",1996,5.201,"E","[240]",1998,5.413,"E",,2007,5.878,"E",,2011,5.124,"",,2017,4.888,"",
"Municipal water withdrawal (10^9 m3/year)","United States of America","Americas | Northern America | Northern America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,60.67,"",,,,"",,2000,64.0,"",,2005,65.44,"",,2010,62.09,"",,2015,58.39,"",
"Municipal water withdrawal (10^9 m3/year)","Mexico","Americas | Northern America | Mexico",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,9.6,"",,2007,11.16,"",,2012,11.98,"",,2017,14.23,"",
"Municipal water withdrawal (10^9 m3/year)","Guyana","Americas | Southern America | Guyana",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.015,"",,,,"",,2000,0.03,"L",,2005,0.0613,"L",,2010,0.0613,"I",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Suriname","Americas | Southern America | Guyana",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.028,"",,,,"",,,,"",,2000,0.03,"L",,2006,0.0493,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Bolivia (Plurinational State of)","Americas | Southern America | Andean",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.124,"",,,,"",,,,"",,,,"",,,,"",,2009,0.136,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Colombia","Americas | Southern America | Andean",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,2.467,"",,,,"",,2008,3.134,"","[241]",2016,3.49,"",
"Municipal water withdrawal (10^9 m3/year)","Ecuador","Americas | Southern America | Andean",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.9073,"L",,2005,1.293,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Peru","Americas | Southern America | Andean",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1.26,"",,,,"",,,,"",,,,"",,2008,1.254,"",,2016,2.797,"",
"Municipal water withdrawal (10^9 m3/year)","Venezuela (Bolivarian Republic of)","Americas | Southern America | Andean",,,"",,,,"",,1970,1.763,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,4.411,"L",,2005,5.123,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Brazil","Americas | Southern America | Brazil",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,11.5,"",,,,"",,2006,16.23,"",,2010,17.21,"",,2017,16.74,"",
"Municipal water withdrawal (10^9 m3/year)","Argentina","Americas | Southern America | Southern America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,4.56,"",,,,"",,,,"",,2011,5.85,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Chile","Americas | Southern America | Southern America",,,"",,,,"",,,,"",,1975,1.008,"",,,,"",,,,"",,1992,1.095,"",,,,"",,2000,1.043,"L",,2006,1.267,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Paraguay","Americas | Southern America | Southern America",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0645,"",,,,"",,,,"",,2000,0.1,"L",,,,"",,2011,0.362,"I",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Uruguay","Americas | Southern America | Southern America",,,"",,1965,0.039,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.41,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Algeria","World | Africa",,,"",,,,"",,,,"",,,,"",,1980,0.66,"",,,,"",,1990,1.12,"",,,,"",,2000,1.721,"I",,,,"",,2012,3.02,"I","[242]",2017,3.6,"",
"Municipal water withdrawal (10^9 m3/year)","Angola","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.067,"",,,,"",,,,"",,2000,0.246,"L",,2005,0.3195,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Benin","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.031,"",,1990,0.0321,"I",,1994,0.033,"",,2001,0.041,"",,,,"",,,,"",,2017,0.145,"",
"Municipal water withdrawal (10^9 m3/year)","Botswana","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.036,"",,1995,0.0521,"I",,2000,0.079,"","[243]",2005,0.0878,"L",,2012,0.0837,"",,2017,0.1006,"",
"Municipal water withdrawal (10^9 m3/year)","Burkina Faso","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.06,"",,1992,0.073,"",,1995,0.0885,"I",,2000,0.2789,"L",,2005,0.3756,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Burundi","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.036,"",,,,"",,,,"",,2000,0.049,"I",,2005,0.0431,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Cabo Verde","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2001,0.0016,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Cameroon","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.18,"",,1992,0.184,"",,,,"",,2000,0.1611,"L",,2005,0.2468,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Central African Republic","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.015,"",,,,"",,,,"",,2000,0.0548,"L",,2005,0.0601,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Chad","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.029,"",,,,"",,,,"",,2000,0.0885,"L",,2005,0.1037,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Comoros","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1999,0.0048,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Congo","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0248,"",,,,"",,,,"",,2002,0.032,"",,2005,0.0637,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Côte d'Ivoire","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.156,"",,,,"",,1994,0.162,"",,2000,0.5392,"L",,2005,0.6359,"L",,,,"",,2014,0.32,"",
"Municipal water withdrawal (10^9 m3/year)","Democratic Republic of the Congo","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.216,"",,,,"",,2000,0.3893,"L",,2005,0.4649,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Djibouti","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.001,"",,,,"",,,,"",,2000,0.016,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Egypt","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,3.729,"I",,2000,5.3,"",,,,"",,2012,9.6,"",,2017,10.75,"",
"Municipal water withdrawal (10^9 m3/year)","Equatorial Guinea","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0081,"",,,,"",,,,"",,2000,0.0138,"L",,2005,0.0158,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Eritrea","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.0617,"L",,2004,0.031,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Eswatini","World | Africa",,,"",,,,"",,,,"",,,,"",,1980,0.011,"",,,,"",,,,"",,,,"",,2000,0.024,"I","[244]",2005,0.0413,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Ethiopia","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.333,"I",,2005,0.81,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Gabon","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0432,"",,,,"",,,,"",,2000,0.0686,"L",,2005,0.0847,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Gambia","World | Africa",,,"",,,,"",,,,"",,,,"",,1982,0.0014,"",,,,"",,,,"",,,,"",,2000,0.0339,"L",,2005,0.0412,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Ghana","World | Africa",,,"",,,,"",,1970,0.105,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.235,"I",,,,"",,2012,0.255,"","[245]",2015,0.2996,"",
"Municipal water withdrawal (10^9 m3/year)","Guinea","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.074,"",,,,"",,,,"",,2000,0.2083,"L",,2005,0.2248,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Guinea-Bissau","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.01,"",,1996,0.023,"",,2000,0.023,"",,2005,0.0341,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Kenya","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.403,"",,,,"",,,,"",,2003,0.47,"",,2010,1.186,"",,2016,0.495,"",
"Municipal water withdrawal (10^9 m3/year)","Lesotho","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.011,"",,,,"",,,,"",,2000,0.02,"L",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Liberia","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0351,"",,,,"",,,,"",,2000,0.0711,"L",,2005,0.0802,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Libya","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.393,"",,1990,0.41,"",,1994,0.5,"",,2000,0.61,"",,,,"",,2012,0.7,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Madagascar","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1984,0.163,"",,,,"",,,,"",,2000,0.2388,"L",,2006,0.395,"",,,,"",,,,"",
