Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol,Md
Japan,110,Municipal water withdrawal,4251,1980,13.7,,
Japan,110,Municipal water withdrawal,4251,1992,17,,
Japan,110,Municipal water withdrawal,4251,1995,16.34,E,
Japan,110,Municipal water withdrawal,4251,2002,16.28,E,[263]
Japan,110,Municipal water withdrawal,4251,2007,15.7,E,[264]
Japan,110,Municipal water withdrawal,4251,2009,15.41,E,[265]
Jordan,112,Municipal water withdrawal,4251,1975,0.131,,
Jordan,112,Municipal water withdrawal,4251,1980,0.133,I,
Jordan,112,Municipal water withdrawal,4251,1985,0.135,,
Jordan,112,Municipal water withdrawal,4251,1992,0.214,,
Jordan,112,Municipal water withdrawal,4251,2002,0.249,,[266]
Jordan,112,Municipal water withdrawal,4251,2007,0.294,,[267]
Jordan,112,Municipal water withdrawal,4251,2012,0.354,,[268]
Jordan,112,Municipal water withdrawal,4251,2016,0.4569,,[269]
Kazakhstan,108,Municipal water withdrawal,4251,1995,0.583,,
Kazakhstan,108,Municipal water withdrawal,4251,2002,2.285,,
Kazakhstan,108,Municipal water withdrawal,4251,2007,2.542,,
Kazakhstan,108,Municipal water withdrawal,4251,2012,2.487,,
Kazakhstan,108,Municipal water withdrawal,4251,2017,2.347,,
Kuwait,118,Municipal water withdrawal,4251,1993,0.201,,
Kuwait,118,Municipal water withdrawal,4251,2002,0.4005,,
Kuwait,118,Municipal water withdrawal,4251,2005,0.4483,L,
Kyrgyzstan,113,Municipal water withdrawal,4251,1994,0.301,,
Kyrgyzstan,113,Municipal water withdrawal,4251,2000,0.32,L,
Kyrgyzstan,113,Municipal water withdrawal,4251,2006,0.224,,
Lao People's Democratic Republic,120,Municipal water withdrawal,4251,1987,0.0792,,
Lao People's Democratic Republic,120,Municipal water withdrawal,4251,2003,0.13,L,
Lebanon,121,Municipal water withdrawal,4251,1975,0.083,,
Lebanon,121,Municipal water withdrawal,4251,1994,0.368,,
Lebanon,121,Municipal water withdrawal,4251,2000,0.4341,L,
Lebanon,121,Municipal water withdrawal,4251,2005,0.38,,
Lebanon,121,Municipal water withdrawal,4251,2015,0.24,,
Malaysia,131,Municipal water withdrawal,4251,1990,0.818,,
Malaysia,131,Municipal water withdrawal,4251,1995,1.342,,
Maldives,132,Municipal water withdrawal,4251,1987,0.0033,,
Maldives,132,Municipal water withdrawal,4251,2000,0.0062,L,
Maldives,132,Municipal water withdrawal,4251,2008,0.0056,I,"[270,271]"
Mongolia,141,Municipal water withdrawal,4251,1993,0.085,,
Mongolia,141,Municipal water withdrawal,4251,2006,0.098,,
Mongolia,141,Municipal water withdrawal,4251,2009,0.071,,
Mongolia,141,Municipal water withdrawal,4251,2016,0.0453,,
Myanmar,28,Municipal water withdrawal,4251,1987,0.2772,,
Myanmar,28,Municipal water withdrawal,4251,2000,3.323,,
Nepal,149,Municipal water withdrawal,4251,1994,0.246,,
Nepal,149,Municipal water withdrawal,4251,2000,0.2021,L,
Nepal,149,Municipal water withdrawal,4251,2005,0.1476,L,
Oman,221,Municipal water withdrawal,4251,1991,0.056,,
Oman,221,Municipal water withdrawal,4251,2000,0.1,L,
Oman,221,Municipal water withdrawal,4251,2003,0.134,,
Oman,221,Municipal water withdrawal,4251,2013,0.13,,
Pakistan,165,Municipal water withdrawal,4251,1975,1.534,,
Pakistan,165,Municipal water withdrawal,4251,1991,2.5,,
Pakistan,165,Municipal water withdrawal,4251,2000,6.39,L,
Pakistan,165,Municipal water withdrawal,4251,2005,8,L,
Pakistan,165,Municipal water withdrawal,4251,2008,9.65,E,
Palestine,299,Municipal water withdrawal,4251,2000,0.1014,,[272]
Palestine,299,Municipal water withdrawal,4251,2005,0.2,,
Palestine,299,Municipal water withdrawal,4251,2017,0.1812,,
Papua New Guinea,168,Municipal water withdrawal,4251,1987,0.029,,
Papua New Guinea,168,Municipal water withdrawal,4251,2000,0.1545,L,
Papua New Guinea,168,Municipal water withdrawal,4251,2005,0.2235,L,
Philippines,171,Municipal water withdrawal,4251,1995,4.269,,
Philippines,171,Municipal water withdrawal,4251,2000,5.406,L,
Philippines,171,Municipal water withdrawal,4251,2007,6.958,,
Philippines,171,Municipal water withdrawal,4251,2012,7.301,,
Philippines,171,Municipal water withdrawal,4251,2017,8.929,,
Qatar,179,Municipal water withdrawal,4251,1975,0.035,,
Qatar,179,Municipal water withdrawal,4251,1994,0.0659,,
Qatar,179,Municipal water withdrawal,4251,2000,0.07,L,
Qatar,179,Municipal water withdrawal,4251,2005,0.174,,[273]
Qatar,179,Municipal water withdrawal,4251,2016,0.4772,,
Republic of Korea,117,Municipal water withdrawal,4251,1975,2.27,,
Republic of Korea,117,Municipal water withdrawal,4251,1990,4.47,E,
Republic of Korea,117,Municipal water withdrawal,4251,1997,6.87,E,
Republic of Korea,117,Municipal water withdrawal,4251,2002,8.613,E,[274]
Republic of Korea,117,Municipal water withdrawal,4251,2005,6.924,E,[275]
Republic of Korea,117,Municipal water withdrawal,4251,2016,6.672,,
Saudi Arabia,194,Municipal water withdrawal,4251,1992,1.517,,
Saudi Arabia,194,Municipal water withdrawal,4251,2000,2.277,L,
Saudi Arabia,194,Municipal water withdrawal,4251,2006,2.13,E,
Saudi Arabia,194,Municipal water withdrawal,4251,2012,2.527,,[276]
Saudi Arabia,194,Municipal water withdrawal,4251,2017,3.15,,[277]
Singapore,200,Municipal water withdrawal,4251,1975,0.0855,,
Singapore,200,Municipal water withdrawal,4251,2000,0.8771,L,
Singapore,200,Municipal water withdrawal,4251,2005,1.078,L,
Sri Lanka,38,Municipal water withdrawal,4251,1990,0.195,,
Sri Lanka,38,Municipal water withdrawal,4251,2000,0.497,L,
Sri Lanka,38,Municipal water withdrawal,4251,2005,0.805,,
Syrian Arab Republic,212,Municipal water withdrawal,4251,1997,1.169,,
Syrian Arab Republic,212,Municipal water withdrawal,4251,2002,1.38,,
Syrian Arab Republic,212,Municipal water withdrawal,4251,2005,1.475,L,
Tajikistan,208,Municipal water withdrawal,4251,1994,0.412,,
Tajikistan,208,Municipal water withdrawal,4251,2000,0.44,L,
Tajikistan,208,Municipal water withdrawal,4251,2006,0.647,,
Thailand,216,Municipal water withdrawal,4251,1982,0.898,,
Thailand,216,Municipal water withdrawal,4251,1987,1.262,,
Thailand,216,Municipal water withdrawal,4251,1990,1.496,,
Thailand,216,Municipal water withdrawal,4251,2007,2.739,,
Timor-Leste,176,Municipal water withdrawal,4251,2000,0.0107,I,
Timor-Leste,176,Municipal water withdrawal,4251,2004,0.099,,
Turkey,223,Municipal water withdrawal,4251,1992,5.2,,
Turkey,223,Municipal water withdrawal,4251,2002,4.813,,
Turkey,223,Municipal water withdrawal,4251,2006,5.164,,
Turkey,223,Municipal water withdrawal,4251,2012,4.936,,
Turkey,223,Municipal water withdrawal,4251,2016,5.839,,
Turkmenistan,213,Municipal water withdrawal,4251,1994,0.349,,
Turkmenistan,213,Municipal water withdrawal,4251,2000,0.597,L,
Turkmenistan,213,Municipal water withdrawal,4251,2004,0.755,,
United Arab Emirates,225,Municipal water withdrawal,4251,1980,0.099,,
United Arab Emirates,225,Municipal water withdrawal,4251,1995,0.5,,
United Arab Emirates,225,Municipal water withdrawal,4251,2000,0.5138,I,
United Arab Emirates,225,Municipal water withdrawal,4251,2005,0.617,I,
Uzbekistan,235,Municipal water withdrawal,4251,1994,2.582,,
Uzbekistan,235,Municipal water withdrawal,4251,2001,3.45,,
Uzbekistan,235,Municipal water withdrawal,4251,2005,4.1,,
Uzbekistan,235,Municipal water withdrawal,4251,2017,2.41,,
Viet Nam,237,Municipal water withdrawal,4251,1980,1.32,,
Viet Nam,237,Municipal water withdrawal,4251,1985,1.75,,
Viet Nam,237,Municipal water withdrawal,4251,2000,1.051,L,
Viet Nam,237,Municipal water withdrawal,4251,2005,1.206,,
Yemen,249,Municipal water withdrawal,4251,1990,0.201,,
Yemen,249,Municipal water withdrawal,4251,2000,0.272,,
Yemen,249,Municipal water withdrawal,4251,2005,0.265,,
Albania,3,Municipal water withdrawal,4251,1990,0.1,,
Albania,3,Municipal water withdrawal,4251,2000,0.5504,L,
Albania,3,Municipal water withdrawal,4251,2005,0.5613,L,
Albania,3,Municipal water withdrawal,4251,2017,0.283,,
Austria,11,Municipal water withdrawal,4251,1980,0.5582,E,
Austria,11,Municipal water withdrawal,4251,1985,0.7088,E,
Austria,11,Municipal water withdrawal,4251,1990,0.6851,E,
Austria,11,Municipal water withdrawal,4251,1997,0.6871,E,
Austria,11,Municipal water withdrawal,4251,1999,0.6687,E,
Austria,11,Municipal water withdrawal,4251,2010,0.72,E,
Belarus,57,Municipal water withdrawal,4251,1995,0.752,I,[278]
Belarus,57,Municipal water withdrawal,4251,2000,0.8505,I,[279]
Belarus,57,Municipal water withdrawal,4251,2005,0.803,I,[280]
Belarus,57,Municipal water withdrawal,4251,2010,0.5895,I,[281]
Belarus,57,Municipal water withdrawal,4251,2017,0.523,,
Belgium,255,Municipal water withdrawal,4251,1980,0.9933,,
Belgium,255,Municipal water withdrawal,4251,1997,0.874,E,
Belgium,255,Municipal water withdrawal,4251,2002,0.7358,E,
Belgium,255,Municipal water withdrawal,4251,2007,0.7304,E,
Belgium,255,Municipal water withdrawal,4251,2012,0.725,E,
Belgium,255,Municipal water withdrawal,4251,2015,0.739,E,
Bosnia and Herzegovina,80,Municipal water withdrawal,4251,2002,0.3556,,
Bosnia and Herzegovina,80,Municipal water withdrawal,4251,2007,0.3504,,
Bosnia and Herzegovina,80,Municipal water withdrawal,4251,2012,0.3593,,
Bosnia and Herzegovina,80,Municipal water withdrawal,4251,2017,0.3608,,
Bulgaria,27,Municipal water withdrawal,4251,1988,0.417,,
Bulgaria,27,Municipal water withdrawal,4251,2002,1.07,E,
Bulgaria,27,Municipal water withdrawal,4251,2012,0.9338,E,
Bulgaria,27,Municipal water withdrawal,4251,2017,0.882,E,
Croatia,98,Municipal water withdrawal,4251,1997,0.5309,,
Croatia,98,Municipal water withdrawal,4251,2002,0.5048,,
Croatia,98,Municipal water withdrawal,4251,2007,0.5259,,
Croatia,98,Municipal water withdrawal,4251,2012,0.513,E,
Croatia,98,Municipal water withdrawal,4251,2017,0.455,E,
Cyprus,50,Municipal water withdrawal,4251,1975,0.025,,
Cyprus,50,Municipal water withdrawal,4251,1980,0.037,,
Cyprus,50,Municipal water withdrawal,4251,1985,0.045,,
Cyprus,50,Municipal water withdrawal,4251,1990,0.055,,
Cyprus,50,Municipal water withdrawal,4251,1993,0.05,,
Cyprus,50,Municipal water withdrawal,4251,2002,0.0461,E,
Cyprus,50,Municipal water withdrawal,4251,2007,0.0656,E,
Cyprus,50,Municipal water withdrawal,4251,2012,0.0788,E,
Cyprus,50,Municipal water withdrawal,4251,2017,0.11,,
Czechia,167,Municipal water withdrawal,4251,1997,0.9585,E,
Czechia,167,Municipal water withdrawal,4251,2012,0.6371,E,
Czechia,167,Municipal water withdrawal,4251,2017,0.6166,,
Denmark,54,Municipal water withdrawal,4251,1970,0.46,E,
Denmark,54,Municipal water withdrawal,4251,1975,0.7,E,
Denmark,54,Municipal water withdrawal,4251,1980,0.7,E,
Denmark,54,Municipal water withdrawal,4251,1985,0.6746,E,
Denmark,54,Municipal water withdrawal,4251,1990,0.571,E,
Denmark,54,Municipal water withdrawal,4251,2002,0.4408,E,
Denmark,54,Municipal water withdrawal,4251,2007,0.411,E,
Denmark,54,Municipal water withdrawal,4251,2012,0.4012,E,
Denmark,54,Municipal water withdrawal,4251,2016,0.3815,,
Estonia,63,Municipal water withdrawal,4251,1995,0.088,,
Estonia,63,Municipal water withdrawal,4251,2000,0.0852,E,
Estonia,63,Municipal water withdrawal,4251,2012,0.061,,
Estonia,63,Municipal water withdrawal,4251,2017,0.0594,,
Finland,67,Municipal water withdrawal,4251,1990,0.424,E,
Finland,67,Municipal water withdrawal,4251,1995,0.412,E,[282]
Finland,67,Municipal water withdrawal,4251,2002,0.404,E,
Finland,67,Municipal water withdrawal,4251,2006,0.4094,E,
Finland,67,Municipal water withdrawal,4251,2011,0.4,E,[283]
Finland,67,Municipal water withdrawal,4251,2017,0.4,,
France,68,Municipal water withdrawal,4251,1985,5.904,E,
France,68,Municipal water withdrawal,4251,1992,5.982,E,
France,68,Municipal water withdrawal,4251,1997,5.89,E,
France,68,Municipal water withdrawal,4251,2002,5.966,E,
France,68,Municipal water withdrawal,4251,2007,5.683,E,
France,68,Municipal water withdrawal,4251,2012,5.38,,
France,68,Municipal water withdrawal,4251,2016,5.175,,[284]
Germany,79,Municipal water withdrawal,4251,1995,5.8,,[285]
Germany,79,Municipal water withdrawal,4251,2001,5.409,E,
Germany,79,Municipal water withdrawal,4251,2016,4.388,,
Greece,84,Municipal water withdrawal,4251,1975,0.585,E,
Greece,84,Municipal water withdrawal,4251,1985,0.656,E,
Greece,84,Municipal water withdrawal,4251,1997,0.8614,E,
Greece,84,Municipal water withdrawal,4251,2007,0.8462,E,
Greece,84,Municipal water withdrawal,4251,2012,1.526,I,
Greece,84,Municipal water withdrawal,4251,2016,1.991,I,
Hungary,97,Municipal water withdrawal,4251,1970,0.648,E,
Hungary,97,Municipal water withdrawal,4251,1975,0.7631,E,
Hungary,97,Municipal water withdrawal,4251,1985,0.5715,,
Hungary,97,Municipal water withdrawal,4251,1992,0.9841,E,
Hungary,97,Municipal water withdrawal,4251,1996,0.8288,E,
Hungary,97,Municipal water withdrawal,4251,2002,0.8311,E,
Hungary,97,Municipal water withdrawal,4251,2007,0.793,E,
Hungary,97,Municipal water withdrawal,4251,2012,0.716,E,
Hungary,97,Municipal water withdrawal,4251,2017,0.6245,,
Iceland,99,Municipal water withdrawal,4251,1980,0.094,E,
Iceland,99,Municipal water withdrawal,4251,1985,0.098,E,
Iceland,99,Municipal water withdrawal,4251,1992,0.087,E,
Iceland,99,Municipal water withdrawal,4251,2002,0.081,E,
Iceland,99,Municipal water withdrawal,4251,2004,0.081,E,
Iceland,99,Municipal water withdrawal,4251,2012,0.094,,
Iceland,99,Municipal water withdrawal,4251,2016,0.08,,
Ireland,104,Municipal water withdrawal,4251,1980,0.413,E,
Ireland,104,Municipal water withdrawal,4251,1994,0.47,E,
Ireland,104,Municipal water withdrawal,4251,2002,0.58,E,
Ireland,104,Municipal water withdrawal,4251,2007,0.679,E,
Ireland,104,Municipal water withdrawal,4251,2012,0.628,E,[286]
Ireland,104,Municipal water withdrawal,4251,2016,0.631,,
Italy,106,Municipal water withdrawal,4251,1970,7,,
Italy,106,Municipal water withdrawal,4251,1975,7.434,I,
Italy,106,Municipal water withdrawal,4251,1980,7.868,,
Italy,106,Municipal water withdrawal,4251,1985,7.184,I,
Italy,106,Municipal water withdrawal,4251,1990,6.5,,
Italy,106,Municipal water withdrawal,4251,1999,9.111,E,
Italy,106,Municipal water withdrawal,4251,2005,8.942,E,
Italy,106,Municipal water withdrawal,4251,2012,9.451,E,
Italy,106,Municipal water withdrawal,4251,2015,9.488,,
Latvia,119,Municipal water withdrawal,4251,2007,0.125,E,
Latvia,119,Municipal water withdrawal,4251,2012,0.1631,E,
Latvia,119,Municipal water withdrawal,4251,2017,0.0944,,
Liechtenstein,125,Municipal water withdrawal,4251,2017,0.0079,,
Lithuania,126,Municipal water withdrawal,4251,1995,0.205,,
Lithuania,126,Municipal water withdrawal,4251,2001,0.172,E,
Lithuania,126,Municipal water withdrawal,4251,2017,0.1304,,
Luxembourg,256,Municipal water withdrawal,4251,1989,0.0561,E,
Luxembourg,256,Municipal water withdrawal,4251,1995,0.042,E,
Luxembourg,256,Municipal water withdrawal,4251,1999,0.0461,E,
Luxembourg,256,Municipal water withdrawal,4251,2012,0.0406,E,[287]
Luxembourg,256,Municipal water withdrawal,4251,2017,0.0436,,
Malta,134,Municipal water withdrawal,4251,1970,0.016,E,
Malta,134,Municipal water withdrawal,4251,1975,0.0179,E,
Malta,134,Municipal water withdrawal,4251,1985,0.0269,E,
Malta,134,Municipal water withdrawal,4251,1995,0.049,,
Malta,134,Municipal water withdrawal,4251,2002,0.0344,I,
Malta,134,Municipal water withdrawal,4251,2003,0.0344,,
Malta,134,Municipal water withdrawal,4251,2012,0.015,I,
Malta,134,Municipal water withdrawal,4251,2017,0.0374,,
Monaco,140,Municipal water withdrawal,4251,1990,0.0067,E,
Monaco,140,Municipal water withdrawal,4251,1997,0.006,E,
Monaco,140,Municipal water withdrawal,4251,2002,0.0058,E,
Monaco,140,Municipal water withdrawal,4251,2007,0.0055,E,
Monaco,140,Municipal water withdrawal,4251,2009,0.005,E,
Montenegro,273,Municipal water withdrawal,4251,2008,0.0964,E,
Netherlands,150,Municipal water withdrawal,4251,1991,1.28,E,
Netherlands,150,Municipal water withdrawal,4251,1996,1.267,E,
Netherlands,150,Municipal water withdrawal,4251,2001,1.303,E,
Netherlands,150,Municipal water withdrawal,4251,2007,1.248,E,
Netherlands,150,Municipal water withdrawal,4251,2012,1.217,E,
Netherlands,150,Municipal water withdrawal,4251,2016,1.26,,
North Macedonia,154,Municipal water withdrawal,4251,1996,0.215,,
North Macedonia,154,Municipal water withdrawal,4251,2002,0.2121,E,
North Macedonia,154,Municipal water withdrawal,4251,2007,0.2264,E,
North Macedonia,154,Municipal water withdrawal,4251,2017,0.2775,,
Norway,162,Municipal water withdrawal,4251,1990,0.75,E,
Norway,162,Municipal water withdrawal,4251,1996,0.781,E,[288]
Norway,162,Municipal water withdrawal,4251,2002,0.808,E,
Norway,162,Municipal water withdrawal,4251,2007,0.9482,E,
Norway,162,Municipal water withdrawal,4251,2012,0.816,E,
Norway,162,Municipal water withdrawal,4251,2017,0.7753,E,
Poland,173,Municipal water withdrawal,4251,1992,2.84,E,[289]
Poland,173,Municipal water withdrawal,4251,1997,2.292,E,[290]
Poland,173,Municipal water withdrawal,4251,2012,2.031,E,
Poland,173,Municipal water withdrawal,4251,2017,2.028,,
Portugal,174,Municipal water withdrawal,4251,1991,0.4,E,
Portugal,174,Municipal water withdrawal,4251,1998,0.872,E,[291]
Portugal,174,Municipal water withdrawal,4251,2007,0.9763,E,
Portugal,174,Municipal water withdrawal,4251,2012,0.9105,E,
Portugal,174,Municipal water withdrawal,4251,2017,0.9141,,
Republic of Moldova,146,Municipal water withdrawal,4251,1992,0.269,,
Republic of Moldova,146,Municipal water withdrawal,4251,2000,0.164,L,
Republic of Moldova,146,Municipal water withdrawal,4251,2005,0.146,L,
Republic of Moldova,146,Municipal water withdrawal,4251,2017,0.148,,
Romania,183,Municipal water withdrawal,4251,1970,1.47,,
Romania,183,Municipal water withdrawal,4251,1975,2,,
Romania,183,Municipal water withdrawal,4251,1980,2.2,,
Romania,183,Municipal water withdrawal,4251,1985,2.67,,
Romania,183,Municipal water withdrawal,4251,1990,2.25,,
Romania,183,Municipal water withdrawal,4251,1997,2.05,,
Romania,183,Municipal water withdrawal,4251,2002,1.86,,
Romania,183,Municipal water withdrawal,4251,2006,1.06,,
Romania,183,Municipal water withdrawal,4251,2012,1.053,E,
Romania,183,Municipal water withdrawal,4251,2017,1.048,,
Russian Federation,185,Municipal water withdrawal,4251,1994,14.3,,
Russian Federation,185,Municipal water withdrawal,4251,2001,13.4,,
Russian Federation,185,Municipal water withdrawal,4251,2017,17.71,,
Serbia,272,Municipal water withdrawal,4251,2012,0.6812,E,
Serbia,272,Municipal water withdrawal,4251,2017,0.6595,,
Slovakia,199,Municipal water withdrawal,4251,1997,0.482,E,
Slovakia,199,Municipal water withdrawal,4251,2002,0.4159,E,
Slovakia,199,Municipal water withdrawal,4251,2007,0.3585,E,
Slovakia,199,Municipal water withdrawal,4251,2012,0.3058,E,
Slovakia,199,Municipal water withdrawal,4251,2017,0.2935,,
Slovenia,198,Municipal water withdrawal,4251,1992,0.2593,E,
Slovenia,198,Municipal water withdrawal,4251,1997,0.2536,E,
Slovenia,198,Municipal water withdrawal,4251,2002,0.1871,E,
Slovenia,198,Municipal water withdrawal,4251,2007,0.1674,E,
Slovenia,198,Municipal water withdrawal,4251,2012,0.1617,E,
Slovenia,198,Municipal water withdrawal,4251,2017,0.1695,,
Spain,203,Municipal water withdrawal,4251,1986,5.502,,
Spain,203,Municipal water withdrawal,4251,1991,6.8,E,
Spain,203,Municipal water withdrawal,4251,1997,4.509,E,
Spain,203,Municipal water withdrawal,4251,2002,5.448,E,
Spain,203,Municipal water withdrawal,4251,2007,5.898,E,
Spain,203,Municipal water withdrawal,4251,2012,4.599,E,
Spain,203,Municipal water withdrawal,4251,2016,4.89,,
Sweden,210,Municipal water withdrawal,4251,1970,0.981,E,
Sweden,210,Municipal water withdrawal,4251,1975,1.038,E,
Sweden,210,Municipal water withdrawal,4251,1980,1.006,E,
Sweden,210,Municipal water withdrawal,4251,1992,1.016,E,
Sweden,210,Municipal water withdrawal,4251,1997,1.052,E,
Sweden,210,Municipal water withdrawal,4251,2002,1.038,E,
Sweden,210,Municipal water withdrawal,4251,2007,1,E,
Sweden,210,Municipal water withdrawal,4251,2010,1.019,E,
Sweden,210,Municipal water withdrawal,4251,2015,0.955,,
Switzerland,211,Municipal water withdrawal,4251,1970,1.14,E,
Switzerland,211,Municipal water withdrawal,4251,1975,1.129,E,
Switzerland,211,Municipal water withdrawal,4251,1980,1.103,E,
Switzerland,211,Municipal water withdrawal,4251,1985,1.143,E,
Switzerland,211,Municipal water withdrawal,4251,1992,1.192,E,
Switzerland,211,Municipal water withdrawal,4251,1997,1.056,E,
Switzerland,211,Municipal water withdrawal,4251,2002,1.069,E,
Switzerland,211,Municipal water withdrawal,4251,2006,0.981,E,
Switzerland,211,Municipal water withdrawal,4251,2012,1.202,E,
Switzerland,211,Municipal water withdrawal,4251,2017,0.931,,
Ukraine,230,Municipal water withdrawal,4251,1992,4.637,,
Ukraine,230,Municipal water withdrawal,4251,2000,3.311,I,
Ukraine,230,Municipal water withdrawal,4251,2005,3.318,I,
Ukraine,230,Municipal water withdrawal,4251,2010,3.266,I,
Ukraine,230,Municipal water withdrawal,4251,2017,2.397,,
United Kingdom,229,Municipal water withdrawal,4251,1980,6.975,E,
United Kingdom,229,Municipal water withdrawal,4251,1985,7.143,E,
United Kingdom,229,Municipal water withdrawal,4251,2002,7.312,E,
United Kingdom,229,Municipal water withdrawal,4251,2007,5.99,E,
United Kingdom,229,Municipal water withdrawal,4251,2012,5.828,E,
United Kingdom,229,Municipal water withdrawal,4251,2016,6.227,,
Australia,10,Municipal water withdrawal,4251,2001,4.443,,[292]
Australia,10,Municipal water withdrawal,4251,2005,4.191,,[293]
Australia,10,Municipal water withdrawal,4251,2012,3.744,,[294]
Australia,10,Municipal water withdrawal,4251,2017,3.392,,
Fiji,66,Municipal water withdrawal,4251,1987,0.006,,
Fiji,66,Municipal water withdrawal,4251,2000,0.0229,I,
Fiji,66,Municipal water withdrawal,4251,2005,0.0253,I,
New Zealand,156,Municipal water withdrawal,4251,1985,0.874,,
New Zealand,156,Municipal water withdrawal,4251,2000,0.62,,
New Zealand,156,Municipal water withdrawal,4251,2006,1.149,E,
New Zealand,156,Municipal water withdrawal,4251,2010,0.81,E,[295]
Algeria,4,Total water withdrawal,4253,1970,2,,
Algeria,4,Total water withdrawal,4253,1975,2.5,,
Algeria,4,Total water withdrawal,4253,1980,3,,
Algeria,4,Total water withdrawal,4253,1985,3.5,,
Algeria,4,Total water withdrawal,4253,1990,4.5,,
Algeria,4,Total water withdrawal,4253,2001,5.723,I,
Algeria,4,Total water withdrawal,4253,2012,8.425,I,
Algeria,4,Total water withdrawal,4253,2017,10.46,,
Angola,7,Total water withdrawal,4253,1987,0.48,,
Angola,7,Total water withdrawal,4253,2000,0.6405,L,
Angola,7,Total water withdrawal,4253,2005,0.7058,L,
Benin,53,Total water withdrawal,4253,1985,0.11,,
Benin,53,Total water withdrawal,4253,2001,0.13,I,
Botswana,20,Total water withdrawal,4253,1985,0.09,,
Botswana,20,Total water withdrawal,4253,1992,0.113,,
Botswana,20,Total water withdrawal,4253,1995,0.1434,I,
Botswana,20,Total water withdrawal,4253,2000,0.194,,
Botswana,20,Total water withdrawal,4253,2012,0.1943,,
Botswana,20,Total water withdrawal,4253,2017,0.193,,
Burkina Faso,233,Total water withdrawal,4253,1985,0.29,,
Burkina Faso,233,Total water withdrawal,4253,1992,0.376,,
Burkina Faso,233,Total water withdrawal,4253,2001,0.7157,L,
Burkina Faso,233,Total water withdrawal,4253,2005,0.818,L,
Burundi,29,Total water withdrawal,4253,1987,0.1,,
Burundi,29,Total water withdrawal,4253,2000,0.288,I,
Cabo Verde,35,Total water withdrawal,4253,2001,0.022,I,
Cameroon,32,Total water withdrawal,4253,1987,0.396,,
Cameroon,32,Total water withdrawal,4253,1992,0.4,,
Cameroon,32,Total water withdrawal,4253,2000,0.9664,L,
Central African Republic,37,Total water withdrawal,4253,1987,0.0194,I,
Central African Republic,37,Total water withdrawal,4253,2000,0.0662,L,
Central African Republic,37,Total water withdrawal,4253,2005,0.0725,L,
Chad,39,Total water withdrawal,4253,1987,0.181,,
Chad,39,Total water withdrawal,4253,2002,0.8492,L,
Chad,39,Total water withdrawal,4253,2005,0.8796,L,
Comoros,45,Total water withdrawal,4253,1999,0.01,,
Congo,46,Total water withdrawal,4253,1987,0.04,,
Congo,46,Total water withdrawal,4253,2002,0.046,I,
Côte d'Ivoire,107,Total water withdrawal,4253,1987,0.709,,
Côte d'Ivoire,107,Total water withdrawal,4253,1990,1.1,,
Côte d'Ivoire,107,Total water withdrawal,4253,1994,1.232,,
Côte d'Ivoire,107,Total water withdrawal,4253,2000,1.409,L,
Côte d'Ivoire,107,Total water withdrawal,4253,2005,1.549,L,
Côte d'Ivoire,107,Total water withdrawal,4253,2014,1.162,,
Democratic Republic of the Congo,250,Total water withdrawal,4253,2000,0.5841,L,
Democratic Republic of the Congo,250,Total water withdrawal,4253,2005,0.6836,L,
Djibouti,72,Total water withdrawal,4253,1985,0.008,,
Djibouti,72,Total water withdrawal,4253,2000,0.019,,
Egypt,59,Total water withdrawal,4253,1975,48.2,,
Egypt,59,Total water withdrawal,4253,1995,58.87,I,
Egypt,59,Total water withdrawal,4253,2000,68.3,,
Egypt,59,Total water withdrawal,4253,2012,72.3,,
Egypt,59,Total water withdrawal,4253,2017,77.5,,
Equatorial Guinea,61,Total water withdrawal,4253,1987,0.01,,
Equatorial Guinea,61,Total water withdrawal,4253,2000,0.0174,L,
Eritrea,178,Total water withdrawal,4253,2000,0.4134,L,
Eritrea,178,Total water withdrawal,4253,2004,0.582,,
Eswatini,209,Total water withdrawal,4253,1980,0.657,,
Eswatini,209,Total water withdrawal,4253,2000,1.042,I,
Ethiopia,238,Total water withdrawal,4253,2002,5.558,I,
Ethiopia,238,Total water withdrawal,4253,2005,7.861,I,
Ethiopia,238,Total water withdrawal,4253,2016,10.55,K,
Gabon,74,Total water withdrawal,4253,1987,0.06,,
Gabon,74,Total water withdrawal,4253,2000,0.1203,L,
Gabon,74,Total water withdrawal,4253,2005,0.1391,L,
Gambia,75,Total water withdrawal,4253,1982,0.02,,
Gambia,75,Total water withdrawal,4253,2000,0.0905,L,
Ghana,81,Total water withdrawal,4253,1970,0.3,I,
Ghana,81,Total water withdrawal,4253,2000,0.982,I,
Guinea,90,Total water withdrawal,4253,1987,0.74,,
Guinea,90,Total water withdrawal,4253,2001,0.5533,L,
Guinea-Bissau,175,Total water withdrawal,4253,1991,0.0166,,
Guinea-Bissau,175,Total water withdrawal,4253,1996,0.175,,
Guinea-Bissau,175,Total water withdrawal,4253,2000,0.175,,
Kenya,114,Total water withdrawal,4253,1990,2.049,,
Kenya,114,Total water withdrawal,4253,2003,2.32,,
Kenya,114,Total water withdrawal,4253,2010,3.218,,
Kenya,114,Total water withdrawal,4253,2016,4.032,,
Lesotho,122,Total water withdrawal,4253,1987,0.05,,
Lesotho,122,Total water withdrawal,4253,2000,0.0438,L,
