species,source,year,produced mass (tonnes)
Characins nei,cultured,2010,3327.0
Alaska plaice,captured,1981,3326.0
Striped bass,captured,2007,3326.0
Brazilian groupers nei,captured,2018,3326.0
Greater amberjack,captured,2009,3325.0
African sicklefish,captured,2001,3325.0
Pacific bumper,captured,2017,3325.0
Milkfish,captured,1991,3324.0
Argentinian sandperch,captured,2007,3324.0
Bluefin gurnard,captured,1986,3324.0
Garfish,captured,2002,3323.0
European flat oyster,captured,1976,3323.0
Garfish,captured,1974,3323.0
Common edible cockle,cultured,2001,3322.0
Orfe(=Ide),captured,2006,3322.0
Flathead grey mullet,cultured,1964,3322.0
Caramote prawn,captured,2018,3322.0
"Gudgeons, sleepers nei",captured,2006,3321.0
Cabinza grunt,captured,2001,3321.0
Rainbow trout,captured,1997,3321.0
Atlantic sailfish,captured,2017,3321.0
Giant stargazer,captured,2010,3321.0
Red hake,captured,1992,3320.0
Dorado,captured,2008,3319.0
Whitefishes nei,captured,2014,3319.0
Dusky grouper,captured,2000,3317.0
"Gudgeons, sleepers nei",captured,2017,3317.0
Crystal shrimp,captured,1982,3317.0
Cabinza grunt,captured,1984,3317.0
Poor cod,captured,2005,3316.0
Walleye,captured,1974,3315.0
Crevalle jack,captured,1996,3315.0
Meagre,captured,1977,3314.0
Rainbow trout,captured,1993,3314.0
Red bigeye,captured,1994,3314.0
Grass-eaters nei,cultured,2009,3314.0
Blue jack mackerel,captured,2013,3314.0
Smelts nei,captured,1988,3314.0
Speckled shrimp,captured,2003,3313.0
Milkfish,captured,1998,3313.0
Red rock lobster,captured,1975,3313.0
Scomber mackerels nei,captured,1983,3312.0
Burbot,captured,1980,3312.0
Nile tilapia,cultured,1953,3312.0
American shad,captured,1968,3312.0
West African goatfish,captured,1979,3311.0
Mozambique tilapia,cultured,1976,3311.0
Yellowtail rockfish,captured,2018,3311.0
Weathervane scallop,captured,1998,3311.0
Rainbow trout,captured,1984,3310.0
Rainbow trout,captured,1973,3310.0
Spotted weakfish,captured,1962,3310.0
Squeteague(=Gray weakfish),captured,1997,3310.0
Gay's little venus,captured,2018,3310.0
Portunus swimcrabs nei,captured,1994,3309.0
Hakes nei,captured,1972,3309.0
Brazilian codling,captured,1984,3309.0
Spot croaker,captured,1989,3308.0
Japanese hard clam,captured,1984,3308.0
Japanese jack mackerel,cultured,2001,3308.0
Gazami crab,captured,1958,3308.0
Orange-spotted grouper,captured,2000,3307.0
"Jacks, crevalles nei",cultured,2017,3306.0299999999997
Cabinza grunt,captured,1978,3306.0
Atlantic sailfish,captured,1993,3306.0
Eeltail catfishes,captured,2015,3305.0
Chinese mitten crab,cultured,1989,3305.0
Longtail tuna,captured,1957,3305.0
Indo-Pacific swamp crab,cultured,1991,3305.0
Cape dory,captured,2018,3304.0
Summer flounder,captured,1971,3304.0
Black stone crab,captured,1994,3304.0
Flatheads nei,captured,2018,3304.0
Batfishes,captured,2003,3303.0
White trevally,captured,1991,3303.0
Large-eye dentex,captured,2018,3303.0
Giant featherback,captured,2002,3303.0
Three spotted tilapia,cultured,2014,3302.36
Canary drum(=Baardman),captured,2017,3302.0
Spotted weakfish,captured,1981,3302.0
False scad,captured,1996,3301.0
Piranhas nei,captured,2017,3301.0
Penaeus shrimps nei,cultured,1967,3300.0
White trevally,captured,1969,3300.0
Silversides(=Sand smelts) nei,captured,1957,3300.0
Totoaba,captured,1955,3300.0
Common pandora,captured,1961,3300.0
European lobster,captured,1960,3300.0
Silver scabbardfish,captured,1958,3300.0
Murex,captured,2015,3300.0
Grooved carpet shell,captured,1961,3300.0
Great Atlantic scallop,captured,1954,3300.0
Salmonoids nei,captured,1968,3300.0
Freshwater crustaceans nei,captured,1954,3300.0
Common dentex,captured,1950,3300.0
Giant featherback,captured,1961,3300.0
White trevally,cultured,2006,3300.0
Chilean sea urchin,captured,1964,3300.0
Salmonoids nei,captured,1952,3300.0
Ponyfishes(=Slipmouths),captured,1961,3300.0
Seerfishes nei,captured,1956,3300.0
Gazami crab,captured,1962,3300.0
European smelt,captured,1954,3300.0
Large-eye dentex,captured,1952,3300.0
Gilthead seabream,captured,1965,3300.0
Roach,captured,1972,3300.0
Kingklip,captured,1969,3300.0
River prawns nei,captured,1967,3300.0
River prawns nei,captured,1965,3300.0
European lobster,captured,1961,3300.0
Goatfishes,captured,1950,3300.0
Common cuttlefish,captured,1952,3300.0
Lesser African threadfin,captured,1968,3300.0
Scallops nei,captured,1961,3300.0
Blackmouth croaker,captured,1967,3300.0
Southern red snapper,captured,1951,3300.0
Tonguefishes,captured,1951,3300.0
Tonguefishes,captured,1950,3300.0
Blackmouth croaker,captured,1954,3300.0
Peruvian weakfish,captured,1971,3300.0
Pontic shad,captured,1951,3300.0
Striped venus,captured,1953,3300.0
Dana swimcrab,captured,1992,3300.0
Pink cusk-eel,captured,1968,3300.0
Ark clams nei,captured,1960,3300.0
Spotted estuary smooth-hound,captured,1978,3300.0
Megrims nei,captured,1951,3300.0
Tilefishes nei,captured,1956,3300.0
Crystal shrimp,captured,1968,3300.0
Piranhas nei,captured,2015,3300.0
Mediterranean horse mackerel,captured,1959,3300.0
Mediterranean horse mackerel,captured,1954,3300.0
Rainbow smelt,captured,1973,3300.0
Piranhas nei,captured,2016,3300.0
Mangrove red snapper,captured,1972,3300.0
Piranhas nei,captured,2018,3300.0
Barred grunt,captured,1973,3300.0
Southern red snapper,captured,1952,3300.0
Manipur osteobrama,cultured,2014,3300.0
Pontic shad,captured,1965,3300.0
Lizardfishes nei,captured,1957,3300.0
Scallops nei,captured,1957,3300.0
Yellow snapper,captured,1963,3300.0
Lizardfishes nei,captured,1956,3300.0
Lizardfishes nei,captured,1958,3300.0
Ponyfishes(=Slipmouths),captured,1960,3300.0
"Conger eels, etc. nei",captured,1991,3300.0
Weathervane scallop,captured,1971,3300.0
Red cusk-eel,captured,1958,3300.0
Moonfish,captured,1963,3300.0
Common periwinkle,captured,1997,3299.0
Black skipjack,captured,1980,3299.0
Black drum,captured,2000,3299.0
Red hake,captured,2003,3299.0
Pacific geoduck,captured,1991,3298.0
Wuchang bream,cultured,1950,3298.0
Solid surf clam,captured,2017,3297.0
Red sea squirt,captured,1995,3297.0
Common dentex,captured,1979,3297.0
Blue jack mackerel,captured,2015,3297.0
Isok barb,cultured,2008,3297.0
Masu(=Cherry) salmon,captured,1981,3296.0
Sargo breams nei,captured,1981,3296.0
Veined rapa whelk,captured,2006,3295.0
Milk shark,captured,2013,3295.0
Striped bass,captured,2011,3295.0
Blackfin tuna,captured,1972,3295.0
Aquatic invertebrates nei,cultured,1977,3295.0
Common snook,captured,1988,3294.0
Klunzinger's mullet,captured,2015,3294.0
Alfonsinos nei,captured,1986,3294.0
Periwinkles nei,captured,1984,3294.0
Burbot,captured,1983,3294.0
Cabinza grunt,captured,2000,3293.0
American shad,captured,1967,3293.0
Common dentex,captured,1996,3293.0
Bluespot mullet,captured,2016,3292.0
Australian salmon,captured,2017,3292.0
Neon flying squid,captured,2014,3292.0
Ridge scaled rattail,captured,1998,3292.0
Cuckoo ray,captured,2018,3292.0
Lake trout(=Char),captured,1952,3290.0
Musky octopus,captured,2017,3290.0
Taquilla clams,captured,2010,3290.0
Soles nei,captured,1989,3289.0
Brazilian menhaden,captured,1997,3289.0
Crevalle jack,captured,1987,3289.0
Argentinian sandperch,captured,1983,3288.0
Cape bonnetmouth,captured,2014,3288.0
Metapenaeus shrimps nei,cultured,1974,3288.0
Meagre,captured,2003,3288.0
Black drum,captured,2004,3287.0
White warehou,captured,2007,3287.0
Pacific menhaden,captured,1976,3287.0
Calico scallop,captured,1965,3287.0
Flatheads nei,captured,1998,3287.0
Spot croaker,captured,1983,3287.0
Batfishes,captured,2009,3286.0
Senegalese hake,captured,2010,3286.0
European lobster,captured,1999,3285.0
Silver grunt,captured,2010,3285.0
Royal threadfin,captured,2011,3285.0
Spottail mantis squillid,captured,1990,3285.0
Oilfish,captured,1989,3284.0
Calico scallop,captured,2001,3284.0
Ayu sweetfish,captured,2007,3284.0
Threadfin and dwarf breams nei,captured,2001,3283.0
Flathead grey mullet,cultured,1974,3283.0
Frogs,captured,1990,3283.0
Bobo croaker,captured,1977,3283.0
Burbot,captured,2010,3282.0
Puffers nei,captured,1988,3282.0
Trahira,captured,2017,3282.0
Cardinal fishes nei,captured,2003,3282.0
European seabass,captured,1975,3281.0
Burbot,captured,2012,3281.0
Spotted estuary smooth-hound,captured,1977,3281.0
Pharaoh cuttlefish,captured,1992,3281.0
Atlantic thread herring,captured,1979,3281.0
Arctic char,cultured,2009,3280.1
Vermilion snapper,captured,2017,3280.0
Mangrove cupped oyster,captured,1967,3280.0
Turbot,cultured,1997,3279.0
Squeteague(=Gray weakfish),captured,1953,3279.0
Surmullet,captured,1979,3278.0
Red codling,captured,1981,3278.0
Kissing gourami,cultured,1976,3278.0
Peruvian rock seabass,captured,1999,3278.0
Various sharks nei,captured,2015,3277.0
West African goatfish,captured,1997,3277.0
Threadfin and dwarf breams nei,captured,1996,3277.0
Periwinkles nei,captured,1997,3276.0
"Mojarras, etc. nei",captured,2011,3276.0
Kissing gourami,cultured,1978,3275.0
Pond smelt,captured,2012,3274.0
Alfonsinos nei,captured,1984,3274.0
Giant stargazer,captured,2002,3272.0
Masu(=Cherry) salmon,captured,1979,3272.0
African moonfish,captured,1980,3271.0
Tilapia shiranus,captured,2010,3271.0
Citharinus nei,cultured,2010,3271.0
Korean mussel,captured,2010,3271.0
Korean sandlance,captured,1989,3271.0
Whitefishes nei,cultured,1959,3270.0
European eel,cultured,1983,3270.0
Castaneta,captured,1999,3269.0
Freshwater gobies nei,captured,1969,3267.0
Pacific geoduck,captured,1995,3267.0
Silver grunt,captured,2011,3267.0
Blue king crab,captured,2009,3267.0
Glassfishes,captured,1990,3267.0
Canary drum(=Baardman),captured,2003,3267.0
Cuckoo ray,captured,2013,3266.0
Red grouper,captured,2007,3265.0
River eels nei,captured,1984,3264.0
Thorntooth grenadier,captured,2008,3264.0
Pond smelt,captured,2002,3263.0
Marine molluscs nei,cultured,1968,3262.0
Batfishes,captured,2008,3262.0
Sea trout,cultured,1995,3262.0
White mullet,captured,2012,3262.0
Glass schilbid,captured,2018,3261.0
Navaga(=Wachna cod),captured,1992,3261.0
"Hammerhead sharks, etc. nei",captured,2001,3260.0
Black drum,captured,2017,3260.0
Spotted wolffish,captured,2001,3260.0
Argentine menhaden,captured,2018,3260.0
Penaeus shrimps nei,cultured,1968,3260.0
Northern red snapper,captured,1951,3260.0
Black cardinal fish,captured,2006,3260.0
White hake,captured,2016,3260.0
Surgeonfishes nei,captured,1979,3260.0
Crucian carp,cultured,1975,3260.0
Threadfin and dwarf breams nei,captured,2004,3259.0
Australian mussel,cultured,2008,3258.8
Thorntooth grenadier,captured,2010,3258.0
European eel,captured,2017,3257.34
Hoven's carp,captured,2007,3257.0
Speckled shrimp,captured,2004,3257.0
Jonah crab,captured,2005,3257.0
Golden king crab,captured,2015,3256.0
Red porgy,cultured,2016,3255.6
Seabasses nei,captured,2003,3255.0
River eels nei,captured,2003,3255.0
Atlantic sailfish,captured,1987,3255.0
"Gudgeons, sleepers nei",captured,2005,3255.0
Aquatic invertebrates nei,cultured,1974,3255.0
Brazilian flathead,captured,1988,3255.0
Shads nei,captured,2012,3254.0
West African geryon,captured,2003,3254.0
Californian anchovy,captured,1959,3254.0
Lebranche mullet,captured,1996,3254.0
Pond smelt,captured,2000,3254.0
Red grouper,captured,1990,3254.0
Tilefishes nei,captured,1985,3254.0
Southern king crab,captured,2002,3254.0
Gadiformes nei,captured,2016,3253.0
Soles nei,captured,2002,3253.0
Deep-sea smelt,captured,2015,3252.0
Peruvian calico scallop,captured,1989,3251.0
Green tiger prawn,captured,1976,3251.0
Gay's little venus,captured,2008,3251.0
Red swamp crawfish,cultured,1975,3250.0
Parachanna snakeheads nei,cultured,2011,3250.0
Silver warehou,captured,1987,3250.0
Atlantic searobins,captured,2003,3250.0
Smooth callista,captured,2005,3249.0
Gummy shark,captured,2008,3249.0
Salmonoids nei,cultured,2007,3249.0
Lebranche mullet,captured,1995,3249.0
Jamaica weakfish,captured,2009,3249.0
European eel,captured,2014,3248.0
Portuguese dogfish,captured,2001,3248.0
Three-spined stickleback,captured,2011,3247.0
Burbot,captured,1981,3247.0
Burbot,captured,1984,3247.0
Puntioplites waandersi,captured,2011,3246.0
Spot croaker,captured,1988,3246.0
Spotted seabass,captured,1990,3246.0
Scats,captured,1994,3246.0
Kuruma prawn,captured,2003,3245.0
Broadtail shortfin squid,captured,1982,3245.0
Greater argentine,captured,2015,3245.0
Isok barb,cultured,2007,3244.0
Pond smelt,captured,2003,3244.0
Plownose chimaera,captured,1998,3244.0
Rainbow trout,captured,1988,3244.0
Porbeagle,captured,1978,3244.0
Burbot,captured,1982,3244.0
White trevally,captured,2014,3243.0
Humped rockcod,captured,1986,3243.0
Argentine angelshark,captured,1990,3242.0
Northern red snapper,captured,1950,3242.0
Globose clam,cultured,1988,3242.0
Hoven's carp,captured,1998,3241.0
Giant gourami,cultured,1985,3240.0
Bigfin reef squid,captured,2014,3240.0
Triportheus angulatus,captured,2009,3239.0
Dusky grouper,captured,1972,3238.0
Golden king crab,captured,2014,3238.0
Australian mussel,cultured,2014,3237.2
Wahoo,captured,1999,3237.0
Dorab wolf-herring,captured,1972,3237.0
Jamaica weakfish,captured,2014,3237.0
Tadpole codling,captured,2017,3237.0
Atlantic moonfish,captured,2002,3237.0
Black drum,captured,1997,3237.0
West African ladyfish,captured,2015,3237.0
Portunus swimcrabs nei,captured,2009,3235.0
Netted prochilod,cultured,2006,3235.0
Eeltail catfishes,captured,2010,3235.0
Orfe(=Ide),captured,1992,3235.0
John's snapper,cultured,2011,3234.34
Rock shrimp,captured,2001,3234.0
Black marlin,captured,1980,3233.0
Black skipjack,captured,2013,3233.0
Red grouper,captured,1997,3233.0
Pacific seabobs,captured,2008,3232.0
Glassfishes,captured,1983,3232.0
Spottail mantis squillid,captured,1988,3232.0
Korean sandlance,captured,1976,3232.0
Salmonoids nei,cultured,2018,3231.0
Plownose chimaera,captured,1993,3231.0
Japanese smelt,captured,1986,3231.0
Aristeid shrimps nei,captured,2010,3231.0
Hagfishes nei,captured,2000,3230.0
Spotted weakfish,captured,1968,3230.0
Japanese jack mackerel,cultured,1981,3229.0
Red hake,captured,1999,3229.0
Diadromous clupeoids nei,captured,2000,3228.0
Atlantic sailfish,captured,1985,3228.0
Mangrove red snapper,captured,1977,3228.0
Burbot,captured,2013,3228.0
Axillary seabream,captured,2017,3227.0
American bull frog,cultured,2018,3226.29
Triportheus angulatus,captured,2013,3226.0
Cobia,cultured,2001,3225.0
Tub gurnard,captured,2011,3225.0
Shallow-water Cape hake,captured,2002,3225.0
Toli shad,captured,2007,3225.0
Argentinian sandperch,captured,2008,3224.0
Red sea squirt,captured,1974,3224.0
"Snake mackerels, escolars nei",captured,1976,3224.0
Crevalle jack,captured,1952,3223.0
Blue jack mackerel,captured,2014,3223.0
Squeteague(=Gray weakfish),captured,1995,3222.0
Speckled shrimp,cultured,2014,3222.0
Windowpane flounder,captured,1986,3222.0
Pangas catfishes nei,captured,1986,3222.0
Atlantic sailfish,captured,1990,3222.0
Peruvian moonfish,captured,2014,3222.0
Blackhead seabream,cultured,2006,3221.0
Brill,captured,1996,3221.0
Golden king crab,captured,2013,3220.0
Little skate,captured,2016,3220.0
Roughhead grenadier,captured,1990,3220.0
European flat oyster,cultured,2009,3219.18
Shads nei,captured,2013,3219.0
Burbot,captured,1985,3219.0
Redspotted shrimp,captured,1979,3219.0
European lobster,captured,1997,3219.0
Arapaima,cultured,2012,3218.2
Blue tilapia,cultured,2015,3218.0
Olive barb,cultured,2010,3218.0
Freshwater breams nei,captured,2004,3218.0
Cape bonnetmouth,captured,2009,3217.0
Scats,captured,2001,3217.0
Argentine angelshark,captured,2014,3217.0
Aristeus shrimps nei,captured,2012,3217.0
Parachanna snakeheads nei,cultured,2013,3217.0
Serra Spanish mackerel,captured,2010,3217.0
European whitefish,captured,1971,3216.0
Lanternfishes nei,captured,2001,3215.0
Brill,captured,1992,3214.0
Lebranche mullet,captured,2003,3214.0
Smooth-hound,captured,2018,3213.42
Lingcod,captured,2000,3213.0
Striped bass,captured,2003,3213.0
Japanese eel,captured,1967,3213.0
Crystal shrimp,captured,1983,3213.0
Scats,captured,2010,3212.0
Portunus swimcrabs nei,captured,1997,3212.0
Snakeskin gourami,cultured,1966,3212.0
Korean mussel,captured,1997,3211.0
Ponyfishes(=Slipmouths),captured,1998,3211.0
White trevally,cultured,2007,3211.0
"Grenadiers, rattails nei",captured,1987,3210.0
Common snook,captured,1980,3210.0
Murex,captured,2013,3209.0
Batfishes,captured,2004,3209.0
African moonfish,captured,1989,3208.0
Spotted weakfish,captured,1990,3208.0
Australian mussel,cultured,2007,3208.0
Aristeid shrimps nei,captured,2007,3207.0
Red sea squirt,captured,1977,3207.0
Pelagic red crab,captured,1983,3207.0
Grass-eaters nei,cultured,2008,3206.0
Giant stargazer,captured,2006,3206.0
Striped catfish,cultured,1953,3206.0
Caribbean spiny lobster,captured,1953,3205.0
New Zealand scallop,captured,1985,3204.0
Atlantic butterfish,captured,1977,3204.0
Dusky grouper,captured,2001,3204.0
White trevally,captured,1989,3203.0
Garfish,captured,1998,3203.0
Sea trout,cultured,2012,3202.8299999999995
Eeltail catfishes,captured,2012,3202.0
Atlantic sailfish,captured,2012,3202.0
Caspian shads,captured,1988,3202.0
Indian backwater oyster,cultured,2010,3201.02
"Hammerhead sharks, etc. nei",captured,2000,3201.0
Sargo breams nei,captured,1960,3200.0
Black catfishes nei,captured,1961,3200.0
Silvery lightfish,captured,1980,3200.0
Black catfishes nei,captured,1960,3200.0
Pacific sierra,captured,1970,3200.0
Brazilian flathead,captured,1972,3200.0
Peruvian banded croaker,captured,1966,3200.0
Peruvian calico scallop,captured,1973,3200.0
Peruvian banded croaker,captured,1964,3200.0
Narrownose smooth-hound,captured,1963,3200.0
Nassau grouper,captured,1967,3200.0
Chilean nylon shrimp,captured,1960,3200.0
Pond smelt,captured,1959,3200.0
Greenland halibut,captured,1950,3200.0
Barred grunt,captured,1968,3200.0
Grooved carpet shell,captured,1955,3200.0
Honnibe croaker,captured,1965,3200.0
Lane snapper,captured,1970,3200.0
Megrims nei,captured,1952,3200.0
Metapenaeus shrimps nei,captured,1952,3200.0
Pink cusk-eel,captured,1960,3200.0
Freshwater molluscs nei,captured,1953,3200.0
Meagre,captured,1965,3200.0
Red bigeye,captured,1958,3200.0
Smooth-hounds nei,captured,1952,3200.0
Chilean sea urchin,captured,1970,3200.0
Emperors(=Scavengers) nei,captured,1950,3200.0
Striped venus,captured,1951,3200.0
Striped venus,captured,1952,3200.0
Walleye,captured,1972,3200.0
Argentine croaker,captured,1970,3200.0
Red sea squirt,captured,1966,3200.0
Mediterranean horse mackerel,captured,1955,3200.0
Gazami crab,captured,1954,3200.0
Ridge scaled rattail,captured,2001,3200.0
Frogs,captured,1972,3200.0
Patagonian blennie,captured,1960,3200.0
Roach,captured,1968,3200.0
Unicorn cod,captured,1962,3200.0
Venus clams nei,captured,1969,3200.0
Ponyfishes(=Slipmouths),captured,1958,3200.0
Unicorn cod,captured,1955,3200.0
Dana swimcrab,captured,1970,3200.0
Large-eye dentex,captured,1950,3200.0
Panga seabream,captured,1963,3200.0
Panga seabream,captured,1959,3200.0
European lobster,captured,1956,3200.0
Sargo breams nei,captured,1961,3200.0
European flat oyster,captured,1959,3200.0
Black catfishes nei,captured,1958,3200.0
Common dentex,captured,1960,3200.0
Giant featherback,captured,1963,3200.0
Porbeagle,captured,1950,3200.0
Panga seabream,captured,1957,3200.0
Longfin squid,captured,1969,3200.0
Northern shortfin squid,captured,1951,3200.0
Goldfish,cultured,1961,3200.0
Black catfishes nei,captured,1959,3200.0
Seerfishes nei,captured,1953,3200.0
Giant river prawn,captured,1956,3200.0
Cobia,captured,1987,3199.0
Triportheus angulatus,captured,2012,3199.0
Red bigeye,captured,1991,3199.0
Hoven's carp,captured,2006,3199.0
Flatheads nei,captured,1986,3199.0
Murex,captured,2007,3198.0
Brazilian menhaden,captured,1981,3198.0
Humped rockcod,captured,1982,3198.0
Ayu sweetfish,cultured,1970,3197.0
Alewife,captured,2012,3197.0
Atlantic croaker,captured,2015,3196.0
Yellow snapper,captured,1987,3196.0
Echinoderms,captured,1978,3196.0
Citharinus nei,cultured,2008,3196.0
Spotted estuary smooth-hound,captured,1985,3195.0
Blackthroat seaperch,captured,2016,3195.0
Peruvian weakfish,captured,1977,3195.0
Klunzinger's mullet,captured,2004,3195.0
West African goatfish,captured,1980,3193.0
White hake,captured,2015,3193.0
Tope shark,captured,1988,3192.0
Wahoo,captured,1997,3192.0
Australian salmon,captured,2011,3191.0
Batfishes,captured,2002,3191.0
Squeteague(=Gray weakfish),captured,1993,3190.0
Mrigal carp,cultured,1961,3190.0
Australian mussel,cultured,2006,3189.0
Eeltail catfishes,captured,2002,3189.0
Argentine angelshark,captured,2002,3189.0
Peruvian rock seabass,captured,2016,3189.0
"Needlefishes, etc. nei",captured,2017,3189.0
Lobsters nei,captured,2016,3189.0
Argentine stiletto shrimp,captured,2014,3188.0
Eastern Pacific bonito,captured,1999,3187.0
Peruvian weakfish,captured,1982,3187.0
Groundfishes nei,captured,2001,3187.0
Tilefishes nei,captured,1987,3186.0
White trevally,cultured,2014,3186.0
Seabasses nei,captured,1992,3186.0
Lebranche mullet,captured,2000,3186.0
Black seabass,captured,1960,3185.0
Salema,captured,2011,3185.0
Triportheus angulatus,captured,2014,3185.0
Salema,captured,2012,3185.0
Cape rock lobster,captured,2005,3185.0
Giant featherback,captured,2011,3185.0
Ocean pout,captured,1973,3185.0
Common dentex,captured,1983,3184.0
Pod razor shell,captured,2011,3184.0
Pirapatinga,cultured,1995,3183.0
Golden grey mullet,captured,2017,3183.0
Spotted sicklefish,captured,2014,3183.0
River eels nei,captured,2001,3183.0
Jobfishes nei,captured,2011,3183.0
West African Spanish mackerel,captured,1986,3183.0
Blue tilapia,cultured,2018,3182.0
Red porgy,captured,1975,3182.0
Talang queenfish,captured,1999,3182.0
Bluenose warehou,captured,2004,3181.0
Hakes nei,captured,2004,3181.0
Japanese smelt,captured,1980,3181.0
Aesop shrimp,captured,2016,3181.0
Ponyfishes(=Slipmouths),captured,1999,3180.0
Whitefishes nei,cultured,1958,3180.0
Pacific seabob,captured,1978,3180.0
Aba,captured,1995,3179.0
Arrowtooth flounder,captured,1987,3179.0
Blue tilapia,cultured,2016,3179.0
Giant gourami,cultured,1984,3179.0
Giant stargazer,captured,2004,3179.0
River eels nei,captured,2018,3178.0
Tilefishes nei,captured,1991,3178.0
Kissing gourami,cultured,1983,3178.0
Dorado,captured,2012,3177.0
"Gudgeons, sleepers nei",captured,1986,3177.0
Peruvian rock seabass,captured,2018,3177.0
Deep-sea smelt,captured,2013,3176.0
Blue shrimp,cultured,1982,3176.0
Black drum,captured,2001,3174.0
Aristeid shrimps nei,captured,2005,3174.0
Sturgeons nei,captured,1996,3174.0
Red sea squirt,captured,1997,3174.0
Triportheus angulatus,captured,2011,3174.0
Black drum,captured,1962,3172.0
Bastard halibuts nei,captured,1974,3172.0
Plownose chimaera,captured,1981,3172.0
Indian pellona,captured,1979,3172.0
Amur catfish,cultured,1997,3171.0
Alewife,captured,2014,3171.0
Longspine snipefish,captured,1993,3171.0
Flatheads nei,captured,1993,3170.0
Glassfishes,captured,1989,3170.0
Thresher sharks nei,captured,1993,3170.0
Masu(=Cherry) salmon,captured,1992,3170.0
Chilean mussel,captured,1960,3170.0
Giant stargazer,captured,1990,3169.0
Ruff,captured,1990,3169.0
Salema,captured,2005,3169.0
Brazilian groupers nei,captured,2016,3167.0
Inflated ark,cultured,2015,3167.0
Weathervane scallop,captured,1997,3166.0
Silky shark,captured,2007,3166.0
Mexican four-eyed octopus,captured,2005,3166.0
"Mojarras, etc. nei",captured,2009,3166.0
Longtail tuna,captured,1959,3166.0
Giant stargazer,captured,2009,3165.0
Tropical spiny lobsters nei,captured,1963,3165.0
Tanaka's snailfish,captured,2007,3165.0
Prochilods nei,cultured,2018,3164.0800000000004
Black stone crab,captured,2007,3164.0
American yellow perch,captured,2001,3164.0
Canary drum(=Baardman),captured,2013,3164.0
"Sweetlips, rubberlips nei",captured,2015,3164.0
Black cardinal fish,captured,1991,3164.0
Tub gurnard,captured,2009,3164.0
Greater forkbeard,captured,2006,3164.0
Dorado,captured,2010,3164.0
Yellow snapper,captured,1997,3163.0
African moonfish,captured,2017,3163.0
European flying squid,captured,2002,3163.0
Periwinkles nei,captured,1975,3162.0
Argentinian sandperch,captured,1980,3162.0
Shortjaw leatherjacket,captured,2018,3162.0
Silver barb,cultured,1960,3162.0
Law croaker,captured,2017,3161.0
Flathead lobster,captured,1996,3161.0
Lobsters nei,captured,2017,3161.0
Tub gurnard,captured,2008,3161.0
Tope shark,captured,1993,3160.0
Whitefishes nei,captured,2015,3160.0
Hakes nei,captured,2012,3160.0
Gilthead seabream,captured,1976,3160.0
Yellowtail amberjack,captured,2018,3159.0
Yellowtail rockfish,captured,2000,3159.0
Whitefishes nei,captured,2018,3158.0
Bluefin gurnard,captured,2000,3158.0
"Gudgeons, sleepers nei",captured,1984,3158.0
Mangrove red snapper,cultured,2000,3158.0
Salmonoids nei,captured,1975,3157.0
Pelagic red crab,captured,2002,3156.0
Sea trout,cultured,1997,3156.0
Rainbow smelt,captured,1975,3156.0
Channeled whelk,captured,2010,3156.0
Basking shark,captured,1985,3156.0
West African geryon,captured,1977,3155.0
Californian anchovy,captured,1951,3155.0
White trevally,cultured,2013,3155.0
Common snook,captured,2018,3155.0
Caramote prawn,captured,1984,3154.0
Spot croaker,captured,2000,3154.0
Lane snapper,captured,2013,3154.0
"Conger eels, etc. nei",captured,1989,3152.0
Orange-spotted grouper,captured,1998,3152.0
Buccaneer anchovy,captured,2016,3152.0
Blue tilapia,cultured,1989,3152.0
Three spotted tilapia,cultured,2015,3151.71
European flat oyster,captured,1972,3151.0
Angolan dentex,captured,2006,3151.0
Scomber mackerels nei,captured,1977,3150.0
Freshwater perches nei,captured,2005,3150.0
Kumakuma,captured,2013,3149.0
Squeteague(=Gray weakfish),captured,1996,3149.0
Caramote prawn,captured,1994,3147.0
Tub gurnard,captured,2004,3147.0
Mediterranean shore crab,captured,2016,3146.0
Striped bass,captured,2012,3146.0
Lingcod,captured,1999,3146.0
Peruvian weakfish,captured,1978,3146.0
Pangas catfishes nei,captured,1984,3146.0
Endeavour shrimp,captured,2002,3145.0
Blackhead seabream,cultured,1993,3145.0
Pacific seabobs,captured,2006,3144.0
Blue tilapia,cultured,2017,3144.0
Common periwinkle,captured,1999,3144.0
Orfe(=Ide),captured,1991,3143.0
Salmonoids nei,captured,1999,3143.0
Spotted weakfish,captured,1978,3142.0
Brill,captured,2015,3142.0
Castaneta,captured,1996,3142.0
Narrownose smooth-hound,captured,2017,3142.0
Pond smelt,captured,2005,3141.0
Bearded brotula,captured,2010,3141.0
Southern stingray,captured,2013,3141.0
Little skate,captured,2006,3141.0
Prochilods nei,cultured,2000,3140.0
"Gudgeons, sleepers nei",captured,1997,3140.0
Southern rock lobster,captured,2010,3140.0
Japanese eel,cultured,1954,3139.0
Yellowtail snapper,captured,1968,3139.0
Striped bass,captured,2000,3138.0
Sea trout,cultured,2000,3137.0
Red grouper,captured,2014,3136.0
Mangrove cupped oyster,captured,1991,3136.0
Manipur osteobrama,cultured,2013,3135.0
Macha clam,captured,1978,3135.0
Squillids nei,captured,2002,3134.0
Flathead lobster,captured,2003,3134.0
Inflated ark,cultured,2004,3134.0
Horned and musky octopuses,captured,1978,3134.0
Eeltail catfishes,captured,2001,3133.0
Sichel,captured,2013,3133.0
