Year,Measurement type,Value (Spline fit)
922,CO2 concentration (ppm),279.1
923,CO2 concentration (ppm),279.1
924,CO2 concentration (ppm),279.1
925,CO2 concentration (ppm),279.1
926,CO2 concentration (ppm),279.1
927,CO2 concentration (ppm),279.1
928,CO2 concentration (ppm),279.1
929,CO2 concentration (ppm),279.2
930,CO2 concentration (ppm),279.2
931,CO2 concentration (ppm),279.2
932,CO2 concentration (ppm),279.2
933,CO2 concentration (ppm),279.2
934,CO2 concentration (ppm),279.2
935,CO2 concentration (ppm),279.2
936,CO2 concentration (ppm),279.2
937,CO2 concentration (ppm),279.2
938,CO2 concentration (ppm),279.2
939,CO2 concentration (ppm),279.2
940,CO2 concentration (ppm),279.1
941,CO2 concentration (ppm),279.1
942,CO2 concentration (ppm),279.1
943,CO2 concentration (ppm),279.1
944,CO2 concentration (ppm),279.1
945,CO2 concentration (ppm),279.1
946,CO2 concentration (ppm),279.1
947,CO2 concentration (ppm),279.0
948,CO2 concentration (ppm),279.0
949,CO2 concentration (ppm),279.0
950,CO2 concentration (ppm),279.0
951,CO2 concentration (ppm),279.0
952,CO2 concentration (ppm),278.9
953,CO2 concentration (ppm),278.9
954,CO2 concentration (ppm),278.9
955,CO2 concentration (ppm),278.8
956,CO2 concentration (ppm),278.8
957,CO2 concentration (ppm),278.8
958,CO2 concentration (ppm),278.8
959,CO2 concentration (ppm),278.7
960,CO2 concentration (ppm),278.7
961,CO2 concentration (ppm),278.7
962,CO2 concentration (ppm),278.7
963,CO2 concentration (ppm),278.6
964,CO2 concentration (ppm),278.6
965,CO2 concentration (ppm),278.6
966,CO2 concentration (ppm),278.5
967,CO2 concentration (ppm),278.5
968,CO2 concentration (ppm),278.5
969,CO2 concentration (ppm),278.5
970,CO2 concentration (ppm),278.5
971,CO2 concentration (ppm),278.5
972,CO2 concentration (ppm),278.4
973,CO2 concentration (ppm),278.4
974,CO2 concentration (ppm),278.4
975,CO2 concentration (ppm),278.4
976,CO2 concentration (ppm),278.4
977,CO2 concentration (ppm),278.4
978,CO2 concentration (ppm),278.4
979,CO2 concentration (ppm),278.4
980,CO2 concentration (ppm),278.4
981,CO2 concentration (ppm),278.4
982,CO2 concentration (ppm),278.4
983,CO2 concentration (ppm),278.4
984,CO2 concentration (ppm),278.4
985,CO2 concentration (ppm),278.4
986,CO2 concentration (ppm),278.5
987,CO2 concentration (ppm),278.5
988,CO2 concentration (ppm),278.5
989,CO2 concentration (ppm),278.5
990,CO2 concentration (ppm),278.6
991,CO2 concentration (ppm),278.6
992,CO2 concentration (ppm),278.6
993,CO2 concentration (ppm),278.7
994,CO2 concentration (ppm),278.7
995,CO2 concentration (ppm),278.7
996,CO2 concentration (ppm),278.8
997,CO2 concentration (ppm),278.8
998,CO2 concentration (ppm),278.9
999,CO2 concentration (ppm),279.0
1000,CO2 concentration (ppm),279.0
1001,CO2 concentration (ppm),279.1
1002,CO2 concentration (ppm),279.2
1003,CO2 concentration (ppm),279.2
1004,CO2 concentration (ppm),279.3
1005,CO2 concentration (ppm),279.4
1006,CO2 concentration (ppm),279.5
1007,CO2 concentration (ppm),279.6
1008,CO2 concentration (ppm),279.7
1009,CO2 concentration (ppm),279.8
1010,CO2 concentration (ppm),279.9
1011,CO2 concentration (ppm),280.0
1012,CO2 concentration (ppm),280.1
1013,CO2 concentration (ppm),280.2
1014,CO2 concentration (ppm),280.3
1015,CO2 concentration (ppm),280.3
1016,CO2 concentration (ppm),280.4
1017,CO2 concentration (ppm),280.5
1018,CO2 concentration (ppm),280.6
1019,CO2 concentration (ppm),280.6
1020,CO2 concentration (ppm),280.7
1021,CO2 concentration (ppm),280.7
1022,CO2 concentration (ppm),280.7
1023,CO2 concentration (ppm),280.8
1024,CO2 concentration (ppm),280.8
1025,CO2 concentration (ppm),280.8
1026,CO2 concentration (ppm),280.7
1027,CO2 concentration (ppm),280.7
1028,CO2 concentration (ppm),280.7
1029,CO2 concentration (ppm),280.6
1030,CO2 concentration (ppm),280.6
1031,CO2 concentration (ppm),280.5
1032,CO2 concentration (ppm),280.5
1033,CO2 concentration (ppm),280.4
1034,CO2 concentration (ppm),280.4
1035,CO2 concentration (ppm),280.4
1036,CO2 concentration (ppm),280.3
1037,CO2 concentration (ppm),280.4
1038,CO2 concentration (ppm),280.4
1039,CO2 concentration (ppm),280.4
1040,CO2 concentration (ppm),280.5
1041,CO2 concentration (ppm),280.6
1042,CO2 concentration (ppm),280.7
1043,CO2 concentration (ppm),280.8
1044,CO2 concentration (ppm),280.9
1045,CO2 concentration (ppm),281.0
1046,CO2 concentration (ppm),281.2
1047,CO2 concentration (ppm),281.3
1048,CO2 concentration (ppm),281.5
1049,CO2 concentration (ppm),281.6
1050,CO2 concentration (ppm),281.8
1051,CO2 concentration (ppm),281.9
1052,CO2 concentration (ppm),282.0
1053,CO2 concentration (ppm),282.2
1054,CO2 concentration (ppm),282.3
1055,CO2 concentration (ppm),282.4
1056,CO2 concentration (ppm),282.6
1057,CO2 concentration (ppm),282.7
1058,CO2 concentration (ppm),282.8
1059,CO2 concentration (ppm),282.9
1060,CO2 concentration (ppm),282.9
1061,CO2 concentration (ppm),283.0
1062,CO2 concentration (ppm),283.0
1063,CO2 concentration (ppm),283.1
1064,CO2 concentration (ppm),283.1
1065,CO2 concentration (ppm),283.1
1066,CO2 concentration (ppm),283.1
1067,CO2 concentration (ppm),283.1
1068,CO2 concentration (ppm),283.1
1069,CO2 concentration (ppm),283.1
1070,CO2 concentration (ppm),283.1
1071,CO2 concentration (ppm),283.0
1072,CO2 concentration (ppm),283.0
1073,CO2 concentration (ppm),283.0
1074,CO2 concentration (ppm),282.9
1075,CO2 concentration (ppm),282.9
1076,CO2 concentration (ppm),282.9
1077,CO2 concentration (ppm),282.8
1078,CO2 concentration (ppm),282.8
1079,CO2 concentration (ppm),282.7
1080,CO2 concentration (ppm),282.7
1081,CO2 concentration (ppm),282.6
1082,CO2 concentration (ppm),282.6
1083,CO2 concentration (ppm),282.5
1084,CO2 concentration (ppm),282.5
1085,CO2 concentration (ppm),282.5
1086,CO2 concentration (ppm),282.4
1087,CO2 concentration (ppm),282.4
1088,CO2 concentration (ppm),282.4
1089,CO2 concentration (ppm),282.4
1090,CO2 concentration (ppm),282.4
1091,CO2 concentration (ppm),282.4
1092,CO2 concentration (ppm),282.4
1093,CO2 concentration (ppm),282.4
1094,CO2 concentration (ppm),282.4
1095,CO2 concentration (ppm),282.4
1096,CO2 concentration (ppm),282.5
1097,CO2 concentration (ppm),282.5
1098,CO2 concentration (ppm),282.5
1099,CO2 concentration (ppm),282.6
1100,CO2 concentration (ppm),282.6
1101,CO2 concentration (ppm),282.6
1102,CO2 concentration (ppm),282.7
1103,CO2 concentration (ppm),282.7
1104,CO2 concentration (ppm),282.7
1105,CO2 concentration (ppm),282.8
1106,CO2 concentration (ppm),282.8
1107,CO2 concentration (ppm),282.9
1108,CO2 concentration (ppm),282.9
1109,CO2 concentration (ppm),282.9
1110,CO2 concentration (ppm),283.0
1111,CO2 concentration (ppm),283.0
1112,CO2 concentration (ppm),283.1
1113,CO2 concentration (ppm),283.1
1114,CO2 concentration (ppm),283.1
1115,CO2 concentration (ppm),283.2
1116,CO2 concentration (ppm),283.2
1117,CO2 concentration (ppm),283.3
1118,CO2 concentration (ppm),283.3
1119,CO2 concentration (ppm),283.3
1120,CO2 concentration (ppm),283.4
1121,CO2 concentration (ppm),283.4
1122,CO2 concentration (ppm),283.4
1123,CO2 concentration (ppm),283.5
1124,CO2 concentration (ppm),283.5
1125,CO2 concentration (ppm),283.5
1126,CO2 concentration (ppm),283.6
1127,CO2 concentration (ppm),283.6
1128,CO2 concentration (ppm),283.6
1129,CO2 concentration (ppm),283.6
1130,CO2 concentration (ppm),283.7
1131,CO2 concentration (ppm),283.7
1132,CO2 concentration (ppm),283.7
1133,CO2 concentration (ppm),283.7
1134,CO2 concentration (ppm),283.7
1135,CO2 concentration (ppm),283.8
1136,CO2 concentration (ppm),283.8
1137,CO2 concentration (ppm),283.8
1138,CO2 concentration (ppm),283.8
1139,CO2 concentration (ppm),283.8
1140,CO2 concentration (ppm),283.8
1141,CO2 concentration (ppm),283.8
1142,CO2 concentration (ppm),283.9
1143,CO2 concentration (ppm),283.9
1144,CO2 concentration (ppm),283.9
1145,CO2 concentration (ppm),283.9
1146,CO2 concentration (ppm),283.9
1147,CO2 concentration (ppm),283.9
1148,CO2 concentration (ppm),283.9
1149,CO2 concentration (ppm),283.9
1150,CO2 concentration (ppm),283.9
1151,CO2 concentration (ppm),283.9
1152,CO2 concentration (ppm),283.9
1153,CO2 concentration (ppm),283.9
1154,CO2 concentration (ppm),283.9
1155,CO2 concentration (ppm),283.9
1156,CO2 concentration (ppm),283.9
1157,CO2 concentration (ppm),283.9
1158,CO2 concentration (ppm),283.9
1159,CO2 concentration (ppm),283.9
1160,CO2 concentration (ppm),283.9
1161,CO2 concentration (ppm),283.9
1162,CO2 concentration (ppm),283.9
1163,CO2 concentration (ppm),283.9
1164,CO2 concentration (ppm),283.9
1165,CO2 concentration (ppm),283.9
1166,CO2 concentration (ppm),283.9
1167,CO2 concentration (ppm),283.9
1168,CO2 concentration (ppm),283.9
1169,CO2 concentration (ppm),283.9
1170,CO2 concentration (ppm),283.9
1171,CO2 concentration (ppm),283.9
1172,CO2 concentration (ppm),283.9
1173,CO2 concentration (ppm),283.9
1174,CO2 concentration (ppm),283.9
1175,CO2 concentration (ppm),283.9
1176,CO2 concentration (ppm),283.9
1177,CO2 concentration (ppm),283.9
1178,CO2 concentration (ppm),283.9
1179,CO2 concentration (ppm),283.9
1180,CO2 concentration (ppm),283.9
1181,CO2 concentration (ppm),283.9
1182,CO2 concentration (ppm),283.9
1183,CO2 concentration (ppm),283.9
1184,CO2 concentration (ppm),283.9
1185,CO2 concentration (ppm),283.9
1186,CO2 concentration (ppm),283.9
1187,CO2 concentration (ppm),283.9
1188,CO2 concentration (ppm),283.9
1189,CO2 concentration (ppm),283.9
1190,CO2 concentration (ppm),283.9
1191,CO2 concentration (ppm),283.9
1192,CO2 concentration (ppm),283.9
1193,CO2 concentration (ppm),283.9
1194,CO2 concentration (ppm),283.9
1195,CO2 concentration (ppm),283.9
1196,CO2 concentration (ppm),283.9
1197,CO2 concentration (ppm),283.9
1198,CO2 concentration (ppm),283.8
1199,CO2 concentration (ppm),283.8
1200,CO2 concentration (ppm),283.8
1201,CO2 concentration (ppm),283.8
1202,CO2 concentration (ppm),283.8
1203,CO2 concentration (ppm),283.7
1204,CO2 concentration (ppm),283.7
1205,CO2 concentration (ppm),283.7
1206,CO2 concentration (ppm),283.7
1207,CO2 concentration (ppm),283.6
1208,CO2 concentration (ppm),283.6
1209,CO2 concentration (ppm),283.5
1210,CO2 concentration (ppm),283.5
1211,CO2 concentration (ppm),283.4
1212,CO2 concentration (ppm),283.4
1213,CO2 concentration (ppm),283.3
1214,CO2 concentration (ppm),283.2
1215,CO2 concentration (ppm),283.2
1216,CO2 concentration (ppm),283.1
1217,CO2 concentration (ppm),283.0
1218,CO2 concentration (ppm),283.0
1219,CO2 concentration (ppm),282.9
1220,CO2 concentration (ppm),282.8
1221,CO2 concentration (ppm),282.7
1222,CO2 concentration (ppm),282.7
1223,CO2 concentration (ppm),282.6
1224,CO2 concentration (ppm),282.5
1225,CO2 concentration (ppm),282.5
1226,CO2 concentration (ppm),282.4
1227,CO2 concentration (ppm),282.3
1228,CO2 concentration (ppm),282.3
1229,CO2 concentration (ppm),282.2
1230,CO2 concentration (ppm),282.1
1231,CO2 concentration (ppm),282.1
1232,CO2 concentration (ppm),282.0
1233,CO2 concentration (ppm),282.0
1234,CO2 concentration (ppm),281.9
1235,CO2 concentration (ppm),281.9
1236,CO2 concentration (ppm),281.8
1237,CO2 concentration (ppm),281.8
1238,CO2 concentration (ppm),281.8
1239,CO2 concentration (ppm),281.7
1240,CO2 concentration (ppm),281.7
1241,CO2 concentration (ppm),281.7
1242,CO2 concentration (ppm),281.7
1243,CO2 concentration (ppm),281.7
1244,CO2 concentration (ppm),281.7
1245,CO2 concentration (ppm),281.7
1246,CO2 concentration (ppm),281.7
1247,CO2 concentration (ppm),281.7
1248,CO2 concentration (ppm),281.8
1249,CO2 concentration (ppm),281.8
1250,CO2 concentration (ppm),281.8
1251,CO2 concentration (ppm),281.9
1252,CO2 concentration (ppm),281.9
1253,CO2 concentration (ppm),282.0
1254,CO2 concentration (ppm),282.0
1255,CO2 concentration (ppm),282.0
1256,CO2 concentration (ppm),282.1
1257,CO2 concentration (ppm),282.1
1258,CO2 concentration (ppm),282.1
1259,CO2 concentration (ppm),282.1
1260,CO2 concentration (ppm),282.0
1261,CO2 concentration (ppm),282.0
1262,CO2 concentration (ppm),282.0
1263,CO2 concentration (ppm),281.9
1264,CO2 concentration (ppm),281.9
1265,CO2 concentration (ppm),281.8
1266,CO2 concentration (ppm),281.8
1267,CO2 concentration (ppm),281.7
1268,CO2 concentration (ppm),281.7
1269,CO2 concentration (ppm),281.6
1270,CO2 concentration (ppm),281.5
1271,CO2 concentration (ppm),281.4
1272,CO2 concentration (ppm),281.4
1273,CO2 concentration (ppm),281.3
1274,CO2 concentration (ppm),281.2
1275,CO2 concentration (ppm),281.2
1276,CO2 concentration (ppm),281.1
1277,CO2 concentration (ppm),281.0
1278,CO2 concentration (ppm),281.0
1279,CO2 concentration (ppm),280.9
1280,CO2 concentration (ppm),280.9
1281,CO2 concentration (ppm),280.8
1282,CO2 concentration (ppm),280.8
1283,CO2 concentration (ppm),280.8
1284,CO2 concentration (ppm),280.7
1285,CO2 concentration (ppm),280.7
1286,CO2 concentration (ppm),280.7
1287,CO2 concentration (ppm),280.7
1288,CO2 concentration (ppm),280.7
1289,CO2 concentration (ppm),280.7
1290,CO2 concentration (ppm),280.7
1291,CO2 concentration (ppm),280.7
1292,CO2 concentration (ppm),280.7
1293,CO2 concentration (ppm),280.7
1294,CO2 concentration (ppm),280.7
1295,CO2 concentration (ppm),280.7
1296,CO2 concentration (ppm),280.8
1297,CO2 concentration (ppm),280.8
1298,CO2 concentration (ppm),280.9
1299,CO2 concentration (ppm),280.9
1300,CO2 concentration (ppm),281.0
1301,CO2 concentration (ppm),281.0
1302,CO2 concentration (ppm),281.1
1303,CO2 concentration (ppm),281.2
1304,CO2 concentration (ppm),281.3
1305,CO2 concentration (ppm),281.4
1306,CO2 concentration (ppm),281.5
1307,CO2 concentration (ppm),281.6
1308,CO2 concentration (ppm),281.7
1309,CO2 concentration (ppm),281.8
1310,CO2 concentration (ppm),281.9
1311,CO2 concentration (ppm),282.1
1312,CO2 concentration (ppm),282.2
1313,CO2 concentration (ppm),282.3
1314,CO2 concentration (ppm),282.4
1315,CO2 concentration (ppm),282.6
1316,CO2 concentration (ppm),282.7
1317,CO2 concentration (ppm),282.8
1318,CO2 concentration (ppm),282.9
1319,CO2 concentration (ppm),283.0
1320,CO2 concentration (ppm),283.1
1321,CO2 concentration (ppm),283.2
1322,CO2 concentration (ppm),283.3
1323,CO2 concentration (ppm),283.4
1324,CO2 concentration (ppm),283.4
1325,CO2 concentration (ppm),283.4
1326,CO2 concentration (ppm),283.5
1327,CO2 concentration (ppm),283.5
1328,CO2 concentration (ppm),283.5
1329,CO2 concentration (ppm),283.4
1330,CO2 concentration (ppm),283.4
1331,CO2 concentration (ppm),283.3
1332,CO2 concentration (ppm),283.2
1333,CO2 concentration (ppm),283.1
1334,CO2 concentration (ppm),283.0
1335,CO2 concentration (ppm),282.8
1336,CO2 concentration (ppm),282.7
1337,CO2 concentration (ppm),282.5
1338,CO2 concentration (ppm),282.3
1339,CO2 concentration (ppm),282.1
1340,CO2 concentration (ppm),281.9
1341,CO2 concentration (ppm),281.7
1342,CO2 concentration (ppm),281.5
1343,CO2 concentration (ppm),281.3
1344,CO2 concentration (ppm),281.1
1345,CO2 concentration (ppm),280.9
1346,CO2 concentration (ppm),280.8
1347,CO2 concentration (ppm),280.6
1348,CO2 concentration (ppm),280.4
1349,CO2 concentration (ppm),280.2
1350,CO2 concentration (ppm),280.1
1351,CO2 concentration (ppm),279.9
1352,CO2 concentration (ppm),279.8
1353,CO2 concentration (ppm),279.7
1354,CO2 concentration (ppm),279.6
1355,CO2 concentration (ppm),279.5
1356,CO2 concentration (ppm),279.4
1357,CO2 concentration (ppm),279.4
1358,CO2 concentration (ppm),279.3
1359,CO2 concentration (ppm),279.3
1360,CO2 concentration (ppm),279.2
1361,CO2 concentration (ppm),279.2
1362,CO2 concentration (ppm),279.2
1363,CO2 concentration (ppm),279.2
1364,CO2 concentration (ppm),279.2
1365,CO2 concentration (ppm),279.2
1366,CO2 concentration (ppm),279.2
1367,CO2 concentration (ppm),279.2
1368,CO2 concentration (ppm),279.2
1369,CO2 concentration (ppm),279.2
1370,CO2 concentration (ppm),279.2
1371,CO2 concentration (ppm),279.3
1372,CO2 concentration (ppm),279.3
1373,CO2 concentration (ppm),279.4
1374,CO2 concentration (ppm),279.4
1375,CO2 concentration (ppm),279.5
1376,CO2 concentration (ppm),279.5
1377,CO2 concentration (ppm),279.6
1378,CO2 concentration (ppm),279.6
1379,CO2 concentration (ppm),279.7
1380,CO2 concentration (ppm),279.7
1381,CO2 concentration (ppm),279.8
1382,CO2 concentration (ppm),279.8
1383,CO2 concentration (ppm),279.9
1384,CO2 concentration (ppm),279.9
1385,CO2 concentration (ppm),280.0
1386,CO2 concentration (ppm),280.0
1387,CO2 concentration (ppm),280.1
1388,CO2 concentration (ppm),280.1
1389,CO2 concentration (ppm),280.1
1390,CO2 concentration (ppm),280.2
1391,CO2 concentration (ppm),280.2
1392,CO2 concentration (ppm),280.2
1393,CO2 concentration (ppm),280.3
1394,CO2 concentration (ppm),280.3
1395,CO2 concentration (ppm),280.3
1396,CO2 concentration (ppm),280.3
1397,CO2 concentration (ppm),280.3
1398,CO2 concentration (ppm),280.3
1399,CO2 concentration (ppm),280.3
1400,CO2 concentration (ppm),280.2
1401,CO2 concentration (ppm),280.2
1402,CO2 concentration (ppm),280.2
1403,CO2 concentration (ppm),280.1
1404,CO2 concentration (ppm),280.1
1405,CO2 concentration (ppm),280.0
1406,CO2 concentration (ppm),280.0
1407,CO2 concentration (ppm),279.9
1408,CO2 concentration (ppm),279.8
1409,CO2 concentration (ppm),279.8
1410,CO2 concentration (ppm),279.7
1411,CO2 concentration (ppm),279.6
1412,CO2 concentration (ppm),279.5
1413,CO2 concentration (ppm),279.4
1414,CO2 concentration (ppm),279.2
1415,CO2 concentration (ppm),279.1
1416,CO2 concentration (ppm),279.0
1417,CO2 concentration (ppm),278.9
1418,CO2 concentration (ppm),278.9
1419,CO2 concentration (ppm),278.8
1420,CO2 concentration (ppm),278.8
1421,CO2 concentration (ppm),278.8
1422,CO2 concentration (ppm),278.8
1423,CO2 concentration (ppm),278.9
1424,CO2 concentration (ppm),279.0
1425,CO2 concentration (ppm),279.2
1426,CO2 concentration (ppm),279.4
1427,CO2 concentration (ppm),279.7
1428,CO2 concentration (ppm),280.1
1429,CO2 concentration (ppm),280.5
1430,CO2 concentration (ppm),280.9
1431,CO2 concentration (ppm),281.4
1432,CO2 concentration (ppm),281.8
1433,CO2 concentration (ppm),282.2
1434,CO2 concentration (ppm),282.5
1435,CO2 concentration (ppm),282.7
1436,CO2 concentration (ppm),282.8
1437,CO2 concentration (ppm),283.0
1438,CO2 concentration (ppm),283.0
1439,CO2 concentration (ppm),283.0
1440,CO2 concentration (ppm),283.0
1441,CO2 concentration (ppm),283.0
1442,CO2 concentration (ppm),282.9
1443,CO2 concentration (ppm),282.8
1444,CO2 concentration (ppm),282.6
1445,CO2 concentration (ppm),282.5
1446,CO2 concentration (ppm),282.3
1447,CO2 concentration (ppm),282.1
1448,CO2 concentration (ppm),281.9
1449,CO2 concentration (ppm),281.8
1450,CO2 concentration (ppm),281.6
1451,CO2 concentration (ppm),281.4
1452,CO2 concentration (ppm),281.3
1453,CO2 concentration (ppm),281.1
1454,CO2 concentration (ppm),280.9
1455,CO2 concentration (ppm),280.8
1456,CO2 concentration (ppm),280.7
1457,CO2 concentration (ppm),280.5
1458,CO2 concentration (ppm),280.4
1459,CO2 concentration (ppm),280.3
1460,CO2 concentration (ppm),280.2
1461,CO2 concentration (ppm),280.1
1462,CO2 concentration (ppm),280.0
1463,CO2 concentration (ppm),279.9
1464,CO2 concentration (ppm),279.8
1465,CO2 concentration (ppm),279.8
1466,CO2 concentration (ppm),279.7
1467,CO2 concentration (ppm),279.7
1468,CO2 concentration (ppm),279.6
1469,CO2 concentration (ppm),279.6
1470,CO2 concentration (ppm),279.6
1471,CO2 concentration (ppm),279.6
1472,CO2 concentration (ppm),279.6
1473,CO2 concentration (ppm),279.7
1474,CO2 concentration (ppm),279.7
1475,CO2 concentration (ppm),279.7
1476,CO2 concentration (ppm),279.8
1477,CO2 concentration (ppm),279.9
1478,CO2 concentration (ppm),279.9
1479,CO2 concentration (ppm),280.0
1480,CO2 concentration (ppm),280.1
1481,CO2 concentration (ppm),280.2
1482,CO2 concentration (ppm),280.3
1483,CO2 concentration (ppm),280.4
1484,CO2 concentration (ppm),280.5
1485,CO2 concentration (ppm),280.6
1486,CO2 concentration (ppm),280.7
1487,CO2 concentration (ppm),280.8
1488,CO2 concentration (ppm),280.9
1489,CO2 concentration (ppm),281.0
1490,CO2 concentration (ppm),281.2
1491,CO2 concentration (ppm),281.3
1492,CO2 concentration (ppm),281.4
1493,CO2 concentration (ppm),281.5
1494,CO2 concentration (ppm),281.6
1495,CO2 concentration (ppm),281.7
1496,CO2 concentration (ppm),281.8
1497,CO2 concentration (ppm),282.0
1498,CO2 concentration (ppm),282.1
1499,CO2 concentration (ppm),282.2
1500,CO2 concentration (ppm),282.3
1501,CO2 concentration (ppm),282.3
1502,CO2 concentration (ppm),282.4
1503,CO2 concentration (ppm),282.5
1504,CO2 concentration (ppm),282.6
1505,CO2 concentration (ppm),282.6
1506,CO2 concentration (ppm),282.7
1507,CO2 concentration (ppm),282.8
1508,CO2 concentration (ppm),282.8
1509,CO2 concentration (ppm),282.9
1510,CO2 concentration (ppm),282.9
1511,CO2 concentration (ppm),282.9
1512,CO2 concentration (ppm),283.0
1513,CO2 concentration (ppm),283.0
1514,CO2 concentration (ppm),283.0
1515,CO2 concentration (ppm),283.1
1516,CO2 concentration (ppm),283.1
1517,CO2 concentration (ppm),283.1
1518,CO2 concentration (ppm),283.1
1519,CO2 concentration (ppm),283.1
1520,CO2 concentration (ppm),283.1
1521,CO2 concentration (ppm),283.2
1522,CO2 concentration (ppm),283.2
1523,CO2 concentration (ppm),283.2
1524,CO2 concentration (ppm),283.2
1525,CO2 concentration (ppm),283.2
1526,CO2 concentration (ppm),283.2
1527,CO2 concentration (ppm),283.2
1528,CO2 concentration (ppm),283.2
1529,CO2 concentration (ppm),283.2
1530,CO2 concentration (ppm),283.2
1531,CO2 concentration (ppm),283.2
1532,CO2 concentration (ppm),283.2
1533,CO2 concentration (ppm),283.2
1534,CO2 concentration (ppm),283.2
1535,CO2 concentration (ppm),283.2
1536,CO2 concentration (ppm),283.2
1537,CO2 concentration (ppm),283.2
1538,CO2 concentration (ppm),283.2
1539,CO2 concentration (ppm),283.2
1540,CO2 concentration (ppm),283.2
1541,CO2 concentration (ppm),283.2
1542,CO2 concentration (ppm),283.2
1543,CO2 concentration (ppm),283.1
1544,CO2 concentration (ppm),283.1
1545,CO2 concentration (ppm),283.1
1546,CO2 concentration (ppm),283.0
1547,CO2 concentration (ppm),283.0
1548,CO2 concentration (ppm),282.9
1549,CO2 concentration (ppm),282.8
1550,CO2 concentration (ppm),282.7
1551,CO2 concentration (ppm),282.6
1552,CO2 concentration (ppm),282.5
1553,CO2 concentration (ppm),282.4
1554,CO2 concentration (ppm),282.3
1555,CO2 concentration (ppm),282.2
1556,CO2 concentration (ppm),282.1
1557,CO2 concentration (ppm),282.0
1558,CO2 concentration (ppm),281.9
1559,CO2 concentration (ppm),281.8
1560,CO2 concentration (ppm),281.8
1561,CO2 concentration (ppm),281.7
1562,CO2 concentration (ppm),281.7
1563,CO2 concentration (ppm),281.6
1564,CO2 concentration (ppm),281.6
1565,CO2 concentration (ppm),281.6
1566,CO2 concentration (ppm),281.6
1567,CO2 concentration (ppm),281.7
1568,CO2 concentration (ppm),281.7
1569,CO2 concentration (ppm),281.7
1570,CO2 concentration (ppm),281.8
1571,CO2 concentration (ppm),281.8
1572,CO2 concentration (ppm),281.9
1573,CO2 concentration (ppm),281.9
1574,CO2 concentration (ppm),282.0
1575,CO2 concentration (ppm),282.1
1576,CO2 concentration (ppm),282.1
1577,CO2 concentration (ppm),282.2
1578,CO2 concentration (ppm),282.2
1579,CO2 concentration (ppm),282.2
1580,CO2 concentration (ppm),282.2
1581,CO2 concentration (ppm),282.2
1582,CO2 concentration (ppm),282.1
1583,CO2 concentration (ppm),282.0
1584,CO2 concentration (ppm),281.8
1585,CO2 concentration (ppm),281.6
1586,CO2 concentration (ppm),281.4
1587,CO2 concentration (ppm),281.0
1588,CO2 concentration (ppm),280.7
1589,CO2 concentration (ppm),280.2
1590,CO2 concentration (ppm),279.7
1591,CO2 concentration (ppm),279.2
1592,CO2 concentration (ppm),278.7
1593,CO2 concentration (ppm),278.2
1594,CO2 concentration (ppm),277.8
1595,CO2 concentration (ppm),277.4
1596,CO2 concentration (ppm),276.9
1597,CO2 concentration (ppm),276.6
1598,CO2 concentration (ppm),276.2
1599,CO2 concentration (ppm),275.8
1600,CO2 concentration (ppm),275.4
1601,CO2 concentration (ppm),275.0
1602,CO2 concentration (ppm),274.7
1603,CO2 concentration (ppm),274.3
1604,CO2 concentration (ppm),273.9
1605,CO2 concentration (ppm),273.6
1606,CO2 concentration (ppm),273.2
1607,CO2 concentration (ppm),272.9
1608,CO2 concentration (ppm),272.5
1609,CO2 concentration (ppm),272.3
1610,CO2 concentration (ppm),272.0
1611,CO2 concentration (ppm),271.8
1612,CO2 concentration (ppm),271.7
1613,CO2 concentration (ppm),271.6
1614,CO2 concentration (ppm),271.6
1615,CO2 concentration (ppm),271.6
1616,CO2 concentration (ppm),271.7
1617,CO2 concentration (ppm),271.8
1618,CO2 concentration (ppm),271.9
1619,CO2 concentration (ppm),272.1
1620,CO2 concentration (ppm),272.3
1621,CO2 concentration (ppm),272.5
1622,CO2 concentration (ppm),272.7
1623,CO2 concentration (ppm),272.9
1624,CO2 concentration (ppm),273.2
1625,CO2 concentration (ppm),273.4
1626,CO2 concentration (ppm),273.7
1627,CO2 concentration (ppm),274.0
1628,CO2 concentration (ppm),274.2
1629,CO2 concentration (ppm),274.5
1630,CO2 concentration (ppm),274.7
1631,CO2 concentration (ppm),275.0
1632,CO2 concentration (ppm),275.2
1633,CO2 concentration (ppm),275.4
1634,CO2 concentration (ppm),275.6
1635,CO2 concentration (ppm),275.8
1636,CO2 concentration (ppm),276.0
1637,CO2 concentration (ppm),276.2
1638,CO2 concentration (ppm),276.3
1639,CO2 concentration (ppm),276.4
1640,CO2 concentration (ppm),276.6
1641,CO2 concentration (ppm),276.7
1642,CO2 concentration (ppm),276.8
1643,CO2 concentration (ppm),276.9
1644,CO2 concentration (ppm),277.0
1645,CO2 concentration (ppm),277.0
1646,CO2 concentration (ppm),277.1
1647,CO2 concentration (ppm),277.1
1648,CO2 concentration (ppm),277.2
1649,CO2 concentration (ppm),277.2
1650,CO2 concentration (ppm),277.2
1651,CO2 concentration (ppm),277.2
1652,CO2 concentration (ppm),277.2
1653,CO2 concentration (ppm),277.2
1654,CO2 concentration (ppm),277.2
1655,CO2 concentration (ppm),277.1
1656,CO2 concentration (ppm),277.1
1657,CO2 concentration (ppm),277.0
1658,CO2 concentration (ppm),277.0
1659,CO2 concentration (ppm),276.9
1660,CO2 concentration (ppm),276.9
