Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","1995","kcal/capita/day","30"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","1996","kcal/capita/day","28"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","1997","kcal/capita/day","28"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","1998","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","1999","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2000","kcal/capita/day","30"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2001","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2002","kcal/capita/day","30"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2003","kcal/capita/day","30"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2004","kcal/capita/day","30"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2005","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2006","kcal/capita/day","30"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2007","kcal/capita/day","30"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2008","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2009","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2010","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2011","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2012","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fats, Animals, Raw","2013","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1961","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1962","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1963","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1964","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1965","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1966","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1967","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1968","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1969","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1970","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1971","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1972","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1973","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1974","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1975","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1976","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1977","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1978","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1979","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1980","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1981","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1982","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1983","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1984","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1985","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1986","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1987","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1988","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1989","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1990","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1991","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1992","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1993","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1994","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1995","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1996","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1997","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1998","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","1999","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2000","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2001","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2002","kcal/capita/day","1"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2003","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2004","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2005","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2006","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2007","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2008","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2009","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2010","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2011","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2012","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Body Oil","2013","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1961","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1962","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1963","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1964","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1965","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1966","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1967","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1968","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1969","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1970","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1971","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1972","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1973","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1974","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1975","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1976","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1977","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1978","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1979","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1980","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1981","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1982","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1983","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1984","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1985","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1986","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1987","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1988","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1989","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1990","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1991","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1992","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1993","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1994","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1995","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1996","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1997","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1998","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","1999","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2000","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2001","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2002","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2003","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2004","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2005","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2006","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2007","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2008","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2009","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2010","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2011","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2012","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fish, Liver Oil","2013","kcal/capita/day","0"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1961","kcal/capita/day","18"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1962","kcal/capita/day","18"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1963","kcal/capita/day","18"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1964","kcal/capita/day","18"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1965","kcal/capita/day","18"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1966","kcal/capita/day","18"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1967","kcal/capita/day","19"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1968","kcal/capita/day","19"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1969","kcal/capita/day","19"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1970","kcal/capita/day","20"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1971","kcal/capita/day","20"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1972","kcal/capita/day","20"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1973","kcal/capita/day","20"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1974","kcal/capita/day","20"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1975","kcal/capita/day","20"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1976","kcal/capita/day","20"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1977","kcal/capita/day","21"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1978","kcal/capita/day","21"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1979","kcal/capita/day","21"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1980","kcal/capita/day","22"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1981","kcal/capita/day","22"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1982","kcal/capita/day","22"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1983","kcal/capita/day","22"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1984","kcal/capita/day","23"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1985","kcal/capita/day","24"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1986","kcal/capita/day","24"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1987","kcal/capita/day","24"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1988","kcal/capita/day","25"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1989","kcal/capita/day","24"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1990","kcal/capita/day","25"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1991","kcal/capita/day","25"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1992","kcal/capita/day","25"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1993","kcal/capita/day","26"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1994","kcal/capita/day","28"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1995","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1996","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1997","kcal/capita/day","30"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1998","kcal/capita/day","30"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","1999","kcal/capita/day","31"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2000","kcal/capita/day","32"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2001","kcal/capita/day","32"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2002","kcal/capita/day","32"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2003","kcal/capita/day","32"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2004","kcal/capita/day","33"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2005","kcal/capita/day","33"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2006","kcal/capita/day","33"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2007","kcal/capita/day","34"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2008","kcal/capita/day","34"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2009","kcal/capita/day","35"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2010","kcal/capita/day","35"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2011","kcal/capita/day","35"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2012","kcal/capita/day","35"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Eggs","2013","kcal/capita/day","36"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1961","kcal/capita/day","118"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1962","kcal/capita/day","117"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1963","kcal/capita/day","118"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1964","kcal/capita/day","117"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1965","kcal/capita/day","115"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1966","kcal/capita/day","116"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1967","kcal/capita/day","116"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1968","kcal/capita/day","118"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1969","kcal/capita/day","118"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1970","kcal/capita/day","117"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1971","kcal/capita/day","117"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1972","kcal/capita/day","116"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1973","kcal/capita/day","113"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1974","kcal/capita/day","115"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1975","kcal/capita/day","114"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1976","kcal/capita/day","115"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1977","kcal/capita/day","114"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1978","kcal/capita/day","114"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1979","kcal/capita/day","114"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1980","kcal/capita/day","114"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1981","kcal/capita/day","114"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1982","kcal/capita/day","114"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1983","kcal/capita/day","115"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1984","kcal/capita/day","117"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1985","kcal/capita/day","120"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1986","kcal/capita/day","120"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1987","kcal/capita/day","119"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1988","kcal/capita/day","117"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1989","kcal/capita/day","118"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1990","kcal/capita/day","117"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1991","kcal/capita/day","114"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1992","kcal/capita/day","113"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1993","kcal/capita/day","113"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1994","kcal/capita/day","116"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1995","kcal/capita/day","118"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1996","kcal/capita/day","119"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1997","kcal/capita/day","119"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1998","kcal/capita/day","120"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","1999","kcal/capita/day","121"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2000","kcal/capita/day","120"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2001","kcal/capita/day","120"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2002","kcal/capita/day","121"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2003","kcal/capita/day","123"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2004","kcal/capita/day","125"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2005","kcal/capita/day","127"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2006","kcal/capita/day","130"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2007","kcal/capita/day","133"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2008","kcal/capita/day","133"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2009","kcal/capita/day","135"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2010","kcal/capita/day","136"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2011","kcal/capita/day","139"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2012","kcal/capita/day","139"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2013","kcal/capita/day","138"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1961","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1962","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1963","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1964","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1965","kcal/capita/day","4"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1966","kcal/capita/day","4"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1967","kcal/capita/day","4"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1968","kcal/capita/day","4"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1969","kcal/capita/day","4"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1970","kcal/capita/day","4"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1971","kcal/capita/day","4"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1972","kcal/capita/day","4"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1973","kcal/capita/day","4"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1974","kcal/capita/day","4"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Freshwater Fish","1975","kcal/capita/day","4"
