country,sector,year,withdrawal_billion_m3,metadata_note
Niger,municipal,2005,0.2944,
Niger,municipal,2012,0.0617,
Niger,municipal,2017,0.1789,
Nigeria,municipal,1987,1.125,
Nigeria,municipal,2000,3.242,
Nigeria,municipal,2005,4.099,
Nigeria,municipal,2010,5,
Rwanda,municipal,1987,0.036,
Rwanda,municipal,2000,0.036,
Rwanda,municipal,2005,0.0614,
Sao Tome and Principe,municipal,2016,0.0147,
Senegal,municipal,1987,0.068,
Senegal,municipal,2002,0.098,
Seychelles,municipal,1989,0.0099,
Seychelles,municipal,2000,0.0108,
Seychelles,municipal,2005,0.009,
Sierra Leone,municipal,1987,0.026,
Sierra Leone,municipal,2000,0.0955,
Sierra Leone,municipal,2005,0.111,
Somalia,municipal,1987,0.024,
Somalia,municipal,2000,0.01,
Somalia,municipal,2003,0.015,
South Africa,municipal,1990,2.281,
South Africa,municipal,1995,3.092,
South Africa,municipal,2000,3.904,[253]
South Africa,municipal,2017,3.89,
South Sudan,municipal,2011,0.193,
Sudan,municipal,2011,0.95,
Togo,municipal,1987,0.056,
Togo,municipal,2002,0.089,
Togo,municipal,2005,0.1407,
Tunisia,municipal,1990,0.261,
Tunisia,municipal,1995,0.313,
Tunisia,municipal,2000,0.365,
Tunisia,municipal,2011,0.496,"[254,255]"
Tunisia,municipal,2017,0.137,
Uganda,municipal,1970,0.064,
Uganda,municipal,2000,0.1514,
Uganda,municipal,2008,0.328,
United Republic of Tanzania,municipal,1970,0.101,
United Republic of Tanzania,municipal,2002,0.527,[256]
Zambia,municipal,1992,0.301,
Zambia,municipal,1994,0.27,
Zambia,municipal,2000,0.29,
Zimbabwe,municipal,1987,0.171,
Zimbabwe,municipal,2002,0.589,
Zimbabwe,municipal,2007,0.425,[257]
Zimbabwe,municipal,2017,0.4877,
Antigua and Barbuda,municipal,1990,0.003,
Antigua and Barbuda,municipal,2005,0.0053,
Antigua and Barbuda,municipal,2012,0.0072,
Argentina,municipal,1995,4.56,
Argentina,municipal,2011,5.85,
Bahamas,municipal,2000,0.025,
Bahamas,municipal,2013,0.031,
Barbados,municipal,1996,0.02,
Barbados,municipal,2005,0.02,
Belize,municipal,1987,0.002,
Belize,municipal,1995,0.011,
Belize,municipal,2000,0.0114,
Bolivia (Plurinational State of),municipal,1987,0.124,
Bolivia (Plurinational State of),municipal,2009,0.136,
Brazil,municipal,1996,11.5,
Brazil,municipal,2006,16.23,
Brazil,municipal,2010,17.21,
Brazil,municipal,2017,16.74,
Canada,municipal,1991,5.102,[258]
Canada,municipal,1996,5.201,[259]
Canada,municipal,1998,5.413,
Canada,municipal,2007,5.878,
Canada,municipal,2011,5.124,
Canada,municipal,2017,4.888,
Chile,municipal,1975,1.008,
Chile,municipal,1992,1.095,
Chile,municipal,2000,1.043,
Chile,municipal,2006,1.267,
Colombia,municipal,2000,2.467,
Colombia,municipal,2008,3.134,[260]
Colombia,municipal,2016,3.49,
Costa Rica,municipal,1997,0.757,
Costa Rica,municipal,2012,0.58,
Costa Rica,municipal,2015,0.652,
Cuba,municipal,1975,0.729,
Cuba,municipal,1995,1.78,
Cuba,municipal,2007,1.7,
Cuba,municipal,2013,1.7,
Dominica,municipal,2010,0.019,
Dominican Republic,municipal,2000,0.6,
Dominican Republic,municipal,2005,0.724,
Dominican Republic,municipal,2010,0.855,
Ecuador,municipal,2000,0.9073,
Ecuador,municipal,2005,1.293,
El Salvador,municipal,1992,0.246,
El Salvador,municipal,2000,0.379,
El Salvador,municipal,2005,0.474,
Grenada,municipal,2014,0.012,
Guatemala,municipal,1992,0.104,
Guatemala,municipal,2000,0.4298,
Guatemala,municipal,2006,0.835,
Guyana,municipal,1992,0.015,
Guyana,municipal,2000,0.03,
Guyana,municipal,2005,0.0613,
Guyana,municipal,2010,0.0613,
Haiti,municipal,1991,0.0499,
Haiti,municipal,1995,0.111,
Haiti,municipal,2009,0.19,
Honduras,municipal,1992,0.061,
Honduras,municipal,2003,0.315,
Jamaica,municipal,1993,0.167,
Jamaica,municipal,2005,0.288,
Jamaica,municipal,2016,0.14,
Mexico,municipal,2002,9.6,
Mexico,municipal,2007,11.16,
Mexico,municipal,2012,11.98,
Mexico,municipal,2017,14.23,
Nicaragua,municipal,1998,0.181,
Nicaragua,municipal,2008,0.286,
Panama,municipal,2000,0.2067,
Panama,municipal,2005,0.2629,
Panama,municipal,2010,0.581,
Panama,municipal,2016,0.7591,
Paraguay,municipal,1987,0.0645,
Paraguay,municipal,2000,0.1,
Paraguay,municipal,2011,0.362,
Peru,municipal,1992,1.26,
Peru,municipal,2008,1.254,
Peru,municipal,2016,2.797,
Puerto Rico,municipal,1990,0.5689,
Puerto Rico,municipal,2000,0.7099,
Puerto Rico,municipal,2005,0.9037,
Puerto Rico,municipal,2010,0.9386,
Puerto Rico,municipal,2015,0.796,
Saint Kitts and Nevis,municipal,2012,0.0154,
Saint Lucia,municipal,2007,0.0125,
Saint Vincent and the Grenadines,municipal,2013,0.0085,
Suriname,municipal,1987,0.028,
Suriname,municipal,2000,0.03,
Suriname,municipal,2006,0.0493,
Trinidad and Tobago,municipal,1997,0.1876,
Trinidad and Tobago,municipal,2000,0.198,
Trinidad and Tobago,municipal,2005,0.214,
Trinidad and Tobago,municipal,2011,0.2376,
United States of America,municipal,1990,60.67,
United States of America,municipal,2000,64,
United States of America,municipal,2005,65.44,
United States of America,municipal,2010,62.09,
United States of America,municipal,2015,58.39,
Uruguay,municipal,1965,0.039,
Uruguay,municipal,2000,0.41,
Venezuela (Bolivarian Republic of),municipal,1970,1.763,
Venezuela (Bolivarian Republic of),municipal,2000,4.411,
Venezuela (Bolivarian Republic of),municipal,2005,5.123,
Afghanistan,municipal,1987,0.2611,
Afghanistan,municipal,2000,0.1542,
Afghanistan,municipal,2005,0.2034,
Armenia,municipal,1995,0.865,
Armenia,municipal,2002,0.5168,
Armenia,municipal,2006,0.843,
Armenia,municipal,2012,0.6005,
Armenia,municipal,2017,0.6164,
Azerbaijan,municipal,1992,1.013,
Azerbaijan,municipal,1997,0.3559,
Azerbaijan,municipal,2002,0.8189,
Azerbaijan,municipal,2007,0.601,
Azerbaijan,municipal,2012,0.4888,
Azerbaijan,municipal,2017,0.4496,
Bahrain,municipal,1990,0.094,
Bahrain,municipal,2003,0.1779,
Bahrain,municipal,2016,0.2756,
Bangladesh,municipal,1987,0.675,
Bangladesh,municipal,1990,1.7,
Bangladesh,municipal,2008,3.6,[261]
Bhutan,municipal,1987,0.0072,
Bhutan,municipal,2008,0.017,
Brunei Darussalam,municipal,2007,0.1389,
Brunei Darussalam,municipal,2009,0.1515,
Cambodia,municipal,1987,0.026,
Cambodia,municipal,2006,0.098,
China,municipal,1980,6.769,
China,municipal,1985,29.69,
China,municipal,1990,35,
China,municipal,1993,25.16,
China,municipal,2000,57.5,
China,municipal,2007,71,
China,municipal,2012,72.9,
China,municipal,2015,79.4,
Democratic People's Republic of Korea,municipal,1987,1.56,
Democratic People's Republic of Korea,municipal,2000,0.8576,
Democratic People's Republic of Korea,municipal,2005,0.9028,
Georgia,municipal,2000,0.336,
Georgia,municipal,2005,0.358,[262]
India,municipal,1975,11.4,
India,municipal,1980,14.05,
India,municipal,1986,18.36,
India,municipal,1990,25,
India,municipal,2000,42,
India,municipal,2010,56,
Indonesia,municipal,1990,4.729,
Indonesia,municipal,2000,13.13,
Indonesia,municipal,2005,13.99,
Indonesia,municipal,2016,23.8,
Iran (Islamic Republic of),municipal,1995,6,
Iran (Islamic Republic of),municipal,2001,4.925,
Iran (Islamic Republic of),municipal,2004,6.2,
Iraq,municipal,1975,0.58,
Iraq,municipal,1980,0.715,
Iraq,municipal,1985,0.85,
Iraq,municipal,1990,1.28,
Iraq,municipal,1995,2.79,
Iraq,municipal,2000,4.3,
Iraq,municipal,2016,1.23,
Israel,municipal,1970,0.24,
Israel,municipal,1975,0.3075,
Israel,municipal,1980,0.375,
Israel,municipal,1990,0.482,
Israel,municipal,2002,0.688,
Israel,municipal,2004,0.712,
Israel,municipal,2010,0.689,
Israel,municipal,2017,0.983,
Japan,municipal,1980,13.7,
Japan,municipal,1992,17,
Japan,municipal,1995,16.34,
Japan,municipal,2002,16.28,[263]
Japan,municipal,2007,15.7,[264]
Japan,municipal,2009,15.41,[265]
Jordan,municipal,1975,0.131,
Jordan,municipal,1980,0.133,
Jordan,municipal,1985,0.135,
Jordan,municipal,1992,0.214,
Jordan,municipal,2002,0.249,[266]
Jordan,municipal,2007,0.294,[267]
Jordan,municipal,2012,0.354,[268]
Jordan,municipal,2016,0.4569,[269]
Kazakhstan,municipal,1995,0.583,
Kazakhstan,municipal,2002,2.285,
Kazakhstan,municipal,2007,2.542,
Kazakhstan,municipal,2012,2.487,
Kazakhstan,municipal,2017,2.347,
Kuwait,municipal,1993,0.201,
Kuwait,municipal,2002,0.4005,
Kuwait,municipal,2005,0.4483,
Kyrgyzstan,municipal,1994,0.301,
Kyrgyzstan,municipal,2000,0.32,
Kyrgyzstan,municipal,2006,0.224,
Lao People's Democratic Republic,municipal,1987,0.0792,
Lao People's Democratic Republic,municipal,2003,0.13,
Lebanon,municipal,1975,0.083,
Lebanon,municipal,1994,0.368,
Lebanon,municipal,2000,0.4341,
Lebanon,municipal,2005,0.38,
Lebanon,municipal,2015,0.24,
Malaysia,municipal,1990,0.818,
Malaysia,municipal,1995,1.342,
Maldives,municipal,1987,0.0033,
Maldives,municipal,2000,0.0062,
Maldives,municipal,2008,0.0056,"[270,271]"
Mongolia,municipal,1993,0.085,
Mongolia,municipal,2006,0.098,
Mongolia,municipal,2009,0.071,
Mongolia,municipal,2016,0.0453,
Myanmar,municipal,1987,0.2772,
Myanmar,municipal,2000,3.323,
Nepal,municipal,1994,0.246,
Nepal,municipal,2000,0.2021,
Nepal,municipal,2005,0.1476,
Oman,municipal,1991,0.056,
Oman,municipal,2000,0.1,
Oman,municipal,2003,0.134,
Oman,municipal,2013,0.13,
Pakistan,municipal,1975,1.534,
Pakistan,municipal,1991,2.5,
Pakistan,municipal,2000,6.39,
Pakistan,municipal,2005,8,
Pakistan,municipal,2008,9.65,
Palestine,municipal,2000,0.1014,[272]
Palestine,municipal,2005,0.2,
Palestine,municipal,2017,0.1812,
Papua New Guinea,municipal,1987,0.029,
Papua New Guinea,municipal,2000,0.1545,
Papua New Guinea,municipal,2005,0.2235,
Philippines,municipal,1995,4.269,
Philippines,municipal,2000,5.406,
Philippines,municipal,2007,6.958,
Philippines,municipal,2012,7.301,
Philippines,municipal,2017,8.929,
Qatar,municipal,1975,0.035,
Qatar,municipal,1994,0.0659,
Qatar,municipal,2000,0.07,
Qatar,municipal,2005,0.174,[273]
Qatar,municipal,2016,0.4772,
Republic of Korea,municipal,1975,2.27,
Republic of Korea,municipal,1990,4.47,
Republic of Korea,municipal,1997,6.87,
Republic of Korea,municipal,2002,8.613,[274]
Republic of Korea,municipal,2005,6.924,[275]
Republic of Korea,municipal,2016,6.672,
Saudi Arabia,municipal,1992,1.517,
Saudi Arabia,municipal,2000,2.277,
Saudi Arabia,municipal,2006,2.13,
Saudi Arabia,municipal,2012,2.527,[276]
Saudi Arabia,municipal,2017,3.15,[277]
Singapore,municipal,1975,0.0855,
Singapore,municipal,2000,0.8771,
Singapore,municipal,2005,1.078,
Sri Lanka,municipal,1990,0.195,
Sri Lanka,municipal,2000,0.497,
Sri Lanka,municipal,2005,0.805,
Syrian Arab Republic,municipal,1997,1.169,
Syrian Arab Republic,municipal,2002,1.38,
Syrian Arab Republic,municipal,2005,1.475,
Tajikistan,municipal,1994,0.412,
Tajikistan,municipal,2000,0.44,
Tajikistan,municipal,2006,0.647,
Thailand,municipal,1982,0.898,
Thailand,municipal,1987,1.262,
Thailand,municipal,1990,1.496,
Thailand,municipal,2007,2.739,
Timor-Leste,municipal,2000,0.0107,
Timor-Leste,municipal,2004,0.099,
Turkey,municipal,1992,5.2,
Turkey,municipal,2002,4.813,
Turkey,municipal,2006,5.164,
Turkey,municipal,2012,4.936,
Turkey,municipal,2016,5.839,
Turkmenistan,municipal,1994,0.349,
Turkmenistan,municipal,2000,0.597,
Turkmenistan,municipal,2004,0.755,
United Arab Emirates,municipal,1980,0.099,
United Arab Emirates,municipal,1995,0.5,
United Arab Emirates,municipal,2000,0.5138,
United Arab Emirates,municipal,2005,0.617,
Uzbekistan,municipal,1994,2.582,
Uzbekistan,municipal,2001,3.45,
Uzbekistan,municipal,2005,4.1,
Uzbekistan,municipal,2017,2.41,
Viet Nam,municipal,1980,1.32,
Viet Nam,municipal,1985,1.75,
Viet Nam,municipal,2000,1.051,
Viet Nam,municipal,2005,1.206,
Yemen,municipal,1990,0.201,
Yemen,municipal,2000,0.272,
Yemen,municipal,2005,0.265,
Albania,municipal,1990,0.1,
Albania,municipal,2000,0.5504,
Albania,municipal,2005,0.5613,
Albania,municipal,2017,0.283,
Austria,municipal,1980,0.5582,
Austria,municipal,1985,0.7088,
Austria,municipal,1990,0.6851,
Austria,municipal,1997,0.6871,
Austria,municipal,1999,0.6687,
Austria,municipal,2010,0.72,
Belarus,municipal,1995,0.752,[278]
Belarus,municipal,2000,0.8505,[279]
Belarus,municipal,2005,0.803,[280]
Belarus,municipal,2010,0.5895,[281]
Belarus,municipal,2017,0.523,
Belgium,municipal,1980,0.9933,
Belgium,municipal,1997,0.874,
Belgium,municipal,2002,0.7358,
Belgium,municipal,2007,0.7304,
Belgium,municipal,2012,0.725,
Belgium,municipal,2015,0.739,
Bosnia and Herzegovina,municipal,2002,0.3556,
Bosnia and Herzegovina,municipal,2007,0.3504,
Bosnia and Herzegovina,municipal,2012,0.3593,
Bosnia and Herzegovina,municipal,2017,0.3608,
Bulgaria,municipal,1988,0.417,
Bulgaria,municipal,2002,1.07,
Bulgaria,municipal,2012,0.9338,
Bulgaria,municipal,2017,0.882,
Croatia,municipal,1997,0.5309,
Croatia,municipal,2002,0.5048,
Croatia,municipal,2007,0.5259,
Croatia,municipal,2012,0.513,
Croatia,municipal,2017,0.455,
Cyprus,municipal,1975,0.025,
Cyprus,municipal,1980,0.037,
Cyprus,municipal,1985,0.045,
Cyprus,municipal,1990,0.055,
Cyprus,municipal,1993,0.05,
Cyprus,municipal,2002,0.0461,
Cyprus,municipal,2007,0.0656,
Cyprus,municipal,2012,0.0788,
Cyprus,municipal,2017,0.11,
Czechia,municipal,1997,0.9585,
Czechia,municipal,2012,0.6371,
Czechia,municipal,2017,0.6166,
Denmark,municipal,1970,0.46,
Denmark,municipal,1975,0.7,
Denmark,municipal,1980,0.7,
Denmark,municipal,1985,0.6746,
Denmark,municipal,1990,0.571,
Denmark,municipal,2002,0.4408,
Denmark,municipal,2007,0.411,
Denmark,municipal,2012,0.4012,
Denmark,municipal,2016,0.3815,
Estonia,municipal,1995,0.088,
Estonia,municipal,2000,0.0852,
Estonia,municipal,2012,0.061,
Estonia,municipal,2017,0.0594,
Finland,municipal,1990,0.424,
Finland,municipal,1995,0.412,[282]
Finland,municipal,2002,0.404,
Finland,municipal,2006,0.4094,
Finland,municipal,2011,0.4,[283]
Finland,municipal,2017,0.4,
France,municipal,1985,5.904,
France,municipal,1992,5.982,
France,municipal,1997,5.89,
France,municipal,2002,5.966,
France,municipal,2007,5.683,
France,municipal,2012,5.38,
France,municipal,2016,5.175,[284]
Germany,municipal,1995,5.8,[285]
Germany,municipal,2001,5.409,
Germany,municipal,2016,4.388,
Greece,municipal,1975,0.585,
Greece,municipal,1985,0.656,
Greece,municipal,1997,0.8614,
Greece,municipal,2007,0.8462,
Greece,municipal,2012,1.526,
Greece,municipal,2016,1.991,
Hungary,municipal,1970,0.648,
Hungary,municipal,1975,0.7631,
Hungary,municipal,1985,0.5715,
Hungary,municipal,1992,0.9841,
Hungary,municipal,1996,0.8288,
Hungary,municipal,2002,0.8311,
Hungary,municipal,2007,0.793,
Hungary,municipal,2012,0.716,
Hungary,municipal,2017,0.6245,
Iceland,municipal,1980,0.094,
Iceland,municipal,1985,0.098,
Iceland,municipal,1992,0.087,
Iceland,municipal,2002,0.081,
Iceland,municipal,2004,0.081,
Iceland,municipal,2012,0.094,
Iceland,municipal,2016,0.08,
Ireland,municipal,1980,0.413,
Ireland,municipal,1994,0.47,
Ireland,municipal,2002,0.58,
Ireland,municipal,2007,0.679,
Ireland,municipal,2012,0.628,[286]
Ireland,municipal,2016,0.631,
Italy,municipal,1970,7,
Italy,municipal,1975,7.434,
Italy,municipal,1980,7.868,
Italy,municipal,1985,7.184,
Italy,municipal,1990,6.5,
Italy,municipal,1999,9.111,
Italy,municipal,2005,8.942,
Italy,municipal,2012,9.451,
Italy,municipal,2015,9.488,
Latvia,municipal,2007,0.125,
Latvia,municipal,2012,0.1631,
Latvia,municipal,2017,0.0944,
Liechtenstein,municipal,2017,0.0079,
Lithuania,municipal,1995,0.205,
Lithuania,municipal,2001,0.172,
Lithuania,municipal,2017,0.1304,
Luxembourg,municipal,1989,0.0561,
Luxembourg,municipal,1995,0.042,
Luxembourg,municipal,1999,0.0461,
Luxembourg,municipal,2012,0.0406,[287]
Luxembourg,municipal,2017,0.0436,
Malta,municipal,1970,0.016,
Malta,municipal,1975,0.0179,
Malta,municipal,1985,0.0269,
Malta,municipal,1995,0.049,
Malta,municipal,2002,0.0344,
Malta,municipal,2003,0.0344,
Malta,municipal,2012,0.015,
Malta,municipal,2017,0.0374,
Monaco,municipal,1990,0.0067,
Monaco,municipal,1997,0.006,
Monaco,municipal,2002,0.0058,
Monaco,municipal,2007,0.0055,
Monaco,municipal,2009,0.005,
Montenegro,municipal,2008,0.0964,
Netherlands,municipal,1991,1.28,
Netherlands,municipal,1996,1.267,
Netherlands,municipal,2001,1.303,
Netherlands,municipal,2007,1.248,
Netherlands,municipal,2012,1.217,
Netherlands,municipal,2016,1.26,
North Macedonia,municipal,1996,0.215,
North Macedonia,municipal,2002,0.2121,
North Macedonia,municipal,2007,0.2264,
North Macedonia,municipal,2017,0.2775,
Norway,municipal,1990,0.75,
Norway,municipal,1996,0.781,[288]
Norway,municipal,2002,0.808,
Norway,municipal,2007,0.9482,
Norway,municipal,2012,0.816,
Norway,municipal,2017,0.7753,
Poland,municipal,1992,2.84,[289]
Poland,municipal,1997,2.292,[290]
Poland,municipal,2012,2.031,
Poland,municipal,2017,2.028,
Portugal,municipal,1991,0.4,
Portugal,municipal,1998,0.872,[291]
Portugal,municipal,2007,0.9763,
Portugal,municipal,2012,0.9105,
Portugal,municipal,2017,0.9141,
Republic of Moldova,municipal,1992,0.269,
Republic of Moldova,municipal,2000,0.164,
Republic of Moldova,municipal,2005,0.146,
Republic of Moldova,municipal,2017,0.148,
Romania,municipal,1970,1.47,
Romania,municipal,1975,2,
Romania,municipal,1980,2.2,
Romania,municipal,1985,2.67,
Romania,municipal,1990,2.25,
Romania,municipal,1997,2.05,
Romania,municipal,2002,1.86,
Romania,municipal,2006,1.06,
Romania,municipal,2012,1.053,
Romania,municipal,2017,1.048,
Russian Federation,municipal,1994,14.3,
Russian Federation,municipal,2001,13.4,
Russian Federation,municipal,2017,17.71,
Serbia,municipal,2012,0.6812,
Serbia,municipal,2017,0.6595,
Slovakia,municipal,1997,0.482,
Slovakia,municipal,2002,0.4159,
Slovakia,municipal,2007,0.3585,
Slovakia,municipal,2012,0.3058,
Slovakia,municipal,2017,0.2935,
Slovenia,municipal,1992,0.2593,
Slovenia,municipal,1997,0.2536,
Slovenia,municipal,2002,0.1871,
Slovenia,municipal,2007,0.1674,
Slovenia,municipal,2012,0.1617,
Slovenia,municipal,2017,0.1695,
Spain,municipal,1986,5.502,
Spain,municipal,1991,6.8,
Spain,municipal,1997,4.509,
Spain,municipal,2002,5.448,
Spain,municipal,2007,5.898,
Spain,municipal,2012,4.599,
Spain,municipal,2016,4.89,
Sweden,municipal,1970,0.981,
Sweden,municipal,1975,1.038,
Sweden,municipal,1980,1.006,
Sweden,municipal,1992,1.016,
Sweden,municipal,1997,1.052,
Sweden,municipal,2002,1.038,
Sweden,municipal,2007,1,
Sweden,municipal,2010,1.019,
Sweden,municipal,2015,0.955,
Switzerland,municipal,1970,1.14,
Switzerland,municipal,1975,1.129,
Switzerland,municipal,1980,1.103,
Switzerland,municipal,1985,1.143,
Switzerland,municipal,1992,1.192,
Switzerland,municipal,1997,1.056,
Switzerland,municipal,2002,1.069,
Switzerland,municipal,2006,0.981,
Switzerland,municipal,2012,1.202,
Switzerland,municipal,2017,0.931,
Ukraine,municipal,1992,4.637,
Ukraine,municipal,2000,3.311,
Ukraine,municipal,2005,3.318,
Ukraine,municipal,2010,3.266,
Ukraine,municipal,2017,2.397,
United Kingdom,municipal,1980,6.975,
United Kingdom,municipal,1985,7.143,
United Kingdom,municipal,2002,7.312,
United Kingdom,municipal,2007,5.99,
United Kingdom,municipal,2012,5.828,
United Kingdom,municipal,2016,6.227,
Australia,municipal,2001,4.443,[292]
Australia,municipal,2005,4.191,[293]
Australia,municipal,2012,3.744,[294]
Australia,municipal,2017,3.392,
Fiji,municipal,1987,0.006,
Fiji,municipal,2000,0.0229,
Fiji,municipal,2005,0.0253,
New Zealand,municipal,1985,0.874,
New Zealand,municipal,2000,0.62,
New Zealand,municipal,2006,1.149,
New Zealand,municipal,2010,0.81,[295]
Algeria,total,1970,2,
Algeria,total,1975,2.5,
Algeria,total,1980,3,
Algeria,total,1985,3.5,
Algeria,total,1990,4.5,
Algeria,total,2001,5.723,
Algeria,total,2012,8.425,
Algeria,total,2017,10.46,
Angola,total,1987,0.48,
Angola,total,2000,0.6405,
Angola,total,2005,0.7058,
Benin,total,1985,0.11,
Benin,total,2001,0.13,
Botswana,total,1985,0.09,
Botswana,total,1992,0.113,
Botswana,total,1995,0.1434,
Botswana,total,2000,0.194,
Botswana,total,2012,0.1943,
Botswana,total,2017,0.193,
Burkina Faso,total,1985,0.29,
Burkina Faso,total,1992,0.376,
Burkina Faso,total,2001,0.7157,
Burkina Faso,total,2005,0.818,
Burundi,total,1987,0.1,
Burundi,total,2000,0.288,
Cabo Verde,total,2001,0.022,
Cameroon,total,1987,0.396,
Cameroon,total,1992,0.4,
Cameroon,total,2000,0.9664,
Central African Republic,total,1987,0.0194,
Central African Republic,total,2000,0.0662,
Central African Republic,total,2005,0.0725,
Chad,total,1987,0.181,
Chad,total,2002,0.8492,
Chad,total,2005,0.8796,
Comoros,total,1999,0.01,
Congo,total,1987,0.04,
Congo,total,2002,0.046,
Côte d'Ivoire,total,1987,0.709,
Côte d'Ivoire,total,1990,1.1,
Côte d'Ivoire,total,1994,1.232,
Côte d'Ivoire,total,2000,1.409,
Côte d'Ivoire,total,2005,1.549,
Côte d'Ivoire,total,2014,1.162,
Democratic Republic of the Congo,total,2000,0.5841,
Democratic Republic of the Congo,total,2005,0.6836,
Djibouti,total,1985,0.008,
Djibouti,total,2000,0.019,
Egypt,total,1975,48.2,
Egypt,total,1995,58.87,
Egypt,total,2000,68.3,
Egypt,total,2012,72.3,
Egypt,total,2017,77.5,
Equatorial Guinea,total,1987,0.01,
Equatorial Guinea,total,2000,0.0174,
Eritrea,total,2000,0.4134,
Eritrea,total,2004,0.582,
Eswatini,total,1980,0.657,
Eswatini,total,2000,1.042,
Ethiopia,total,2002,5.558,
Ethiopia,total,2005,7.861,
Ethiopia,total,2016,10.55,
Gabon,total,1987,0.06,
Gabon,total,2000,0.1203,
Gabon,total,2005,0.1391,
Gambia,total,1982,0.02,
Gambia,total,2000,0.0905,
Ghana,total,1970,0.3,
Ghana,total,2000,0.982,
Guinea,total,1987,0.74,
Guinea,total,2001,0.5533,
Guinea-Bissau,total,1991,0.0166,
Guinea-Bissau,total,1996,0.175,
Guinea-Bissau,total,2000,0.175,
Kenya,total,1990,2.049,
Kenya,total,2003,2.32,
Kenya,total,2010,3.218,
Kenya,total,2016,4.032,
Lesotho,total,1987,0.05,
Lesotho,total,2000,0.0438,
Liberia,total,1987,0.13,
Liberia,total,2000,0.1308,
Libya,total,1975,1.2,
Libya,total,1980,1.47,
Libya,total,1985,3.115,
Libya,total,1990,4.76,
Libya,total,1994,4.6,
Libya,total,2000,4.326,
Libya,total,2005,4.869,
Libya,total,2012,5.83,
Madagascar,total,1984,16.3,
Madagascar,total,2000,13.37,
Madagascar,total,2006,13.56,
Malawi,total,1994,0.936,
Malawi,total,2002,1.325,
Malawi,total,2005,1.357,
Mali,total,1987,1.36,
Mali,total,2006,5.186,
Mauritania,total,1980,0.73,
Mauritania,total,2000,1.601,
Mauritania,total,2005,1.35,
Mauritius,total,1975,0.36,
Mauritius,total,1990,0.566,
Mauritius,total,1995,0.615,
Mauritius,total,2000,0.61,
Mauritius,total,2007,0.63,
Mauritius,total,2012,0.582,
Mauritius,total,2017,0.616,
Morocco,total,1975,9,
Morocco,total,1980,10.05,
Morocco,total,1985,11,
Morocco,total,1992,11.04,
Morocco,total,1995,11.26,
Morocco,total,2002,14.82,
Morocco,total,2010,10.43,
Mozambique,total,1990,0.605,
Mozambique,total,2001,0.8842,
Mozambique,total,2015,1.473,
Namibia,total,1985,0.14,
Namibia,total,1991,0.249,
Namibia,total,1995,0.273,
Namibia,total,2002,0.288,
Niger,total,1988,0.5,
Niger,total,2005,0.9836,
Niger,total,2017,1.751,
Nigeria,total,1987,5.59,
Nigeria,total,2000,10.31,
Nigeria,total,2005,11.57,
Nigeria,total,2010,12.47,
Rwanda,total,2000,0.15,
Sao Tome and Principe,total,1993,0.007,
Sao Tome and Principe,total,2016,0.0409,
Senegal,total,1987,1.36,
Senegal,total,2002,2.221,
Seychelles,total,1989,0.0119,
Seychelles,total,2005,0.0137,
Sierra Leone,total,1987,0.37,
Sierra Leone,total,2000,0.1889,
Sierra Leone,total,2005,0.2122,
Somalia,total,1987,0.81,
Somalia,total,2000,3.29,
Somalia,total,2003,3.298,
South Africa,total,1990,13.31,
South Africa,total,1995,12.9,
South Africa,total,2000,12.79,
South Africa,total,2017,19.38,
South Sudan,total,2011,0.658,
Sudan,total,2011,26.93,
Togo,total,1987,0.091,
Togo,total,2002,0.169,
Tunisia,total,1975,1.07,
Tunisia,total,1980,1.9,
Tunisia,total,1985,2.3,
Tunisia,total,1990,3.075,
Tunisia,total,1995,2.857,
Tunisia,total,2001,2.85,
Tunisia,total,2011,3.305,
Tunisia,total,2017,4.875,
Uganda,total,1970,0.2,
Uganda,total,2002,0.3174,
Uganda,total,2008,0.637,
United Republic of Tanzania,total,2002,5.184,
Zambia,total,1992,1.747,
Zambia,total,1994,1.706,
Zambia,total,2002,1.572,
Zimbabwe,total,1987,1.22,
Zimbabwe,total,2002,4.205,
Zimbabwe,total,2007,3.57,[296]
Zimbabwe,total,2017,3.339,
Antigua and Barbuda,total,1990,0.005,
Antigua and Barbuda,total,2005,0.0084,
Antigua and Barbuda,total,2012,0.0115,
Argentina,total,1976,27.6,
Argentina,total,1995,28.58,
Argentina,total,2011,37.78,
Barbados,total,1962,0.03,
Barbados,total,1996,0.081,
Barbados,total,2005,0.081,
Belize,total,1987,0.02,
Belize,total,2000,0.101,
Bolivia (Plurinational State of),total,1987,1.24,
Bolivia (Plurinational State of),total,2009,2.088,
Brazil,total,1987,35.04,
Brazil,total,1996,54.87,
Brazil,total,2006,58.07,
Brazil,total,2010,74.83,
Brazil,total,2017,65.68,
Canada,total,1986,42.2,
Canada,total,1991,45.09,
Canada,total,1996,42.21,
Canada,total,2007,41.32,
Canada,total,2009,38.8,
Canada,total,2017,35.6,
Chile,total,1992,20.29,
Chile,total,2006,35.43,
Colombia,total,2000,7.746,
Colombia,total,2008,11.77,
Costa Rica,total,2012,2.339,
Costa Rica,total,2015,3.194,
Cuba,total,1995,5.211,
Cuba,total,2007,4.937,
Cuba,total,2013,6.959,[297]
Dominica,total,1996,0.0166,
Dominica,total,2000,0.0166,
Dominica,total,2004,0.0166,
Dominica,total,2010,0.02,
