"",,,,"2013-2017",,
"Total water withdrawal (10^9 m3/year)","Panama","World | Americas",2016,1.211,"",
"Total water withdrawal (10^9 m3/year)","Paraguay","World | Americas",,,"",
"Total water withdrawal (10^9 m3/year)","Peru","World | Americas",2016,16.1,"",
"Total water withdrawal (10^9 m3/year)","Puerto Rico","World | Americas",2015,3.275,"",
"Total water withdrawal (10^9 m3/year)","Saint Kitts and Nevis","World | Americas",,,"",
"Total water withdrawal (10^9 m3/year)","Saint Lucia","World | Americas",,,"",
"Total water withdrawal (10^9 m3/year)","Saint Vincent and the Grenadines","World | Americas",2013,0.0085,"I",
"Total water withdrawal (10^9 m3/year)","Suriname","World | Americas",,,"",
"Total water withdrawal (10^9 m3/year)","Trinidad and Tobago","World | Americas",,,"",
"Total water withdrawal (10^9 m3/year)","United States of America","World | Americas",2015,444.3,"",
"Total water withdrawal (10^9 m3/year)","Uruguay","World | Americas",,,"",
"Total water withdrawal (10^9 m3/year)","Venezuela (Bolivarian Republic of)","World | Americas",,,"",
"Total water withdrawal (10^9 m3/year)","Afghanistan","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Armenia","World | Asia",2017,2.866,"",
"Total water withdrawal (10^9 m3/year)","Azerbaijan","World | Asia",2017,12.78,"",
"Total water withdrawal (10^9 m3/year)","Bahrain","World | Asia",2016,0.4344,"",
"Total water withdrawal (10^9 m3/year)","Bangladesh","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Bhutan","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Brunei Darussalam","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Cambodia","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","China","World | Asia",2015,598.1,"",
"Total water withdrawal (10^9 m3/year)","Democratic People's Republic of Korea","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Georgia","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","India","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Indonesia","World | Asia",2016,222.6,"",
"Total water withdrawal (10^9 m3/year)","Iran (Islamic Republic of)","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Iraq","World | Asia",2016,38.55,"",
"Total water withdrawal (10^9 m3/year)","Israel","World | Asia",2017,2.304,"",
"Total water withdrawal (10^9 m3/year)","Japan","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Jordan","World | Asia",2016,1.044,"",
"Total water withdrawal (10^9 m3/year)","Kazakhstan","World | Asia",2017,24.45,"",
"Total water withdrawal (10^9 m3/year)","Kuwait","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Kyrgyzstan","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Lao People's Democratic Republic","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Lebanon","World | Asia",2015,1.84,"",
"Total water withdrawal (10^9 m3/year)","Malaysia","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Maldives","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Mongolia","World | Asia",2016,0.4624,"",
"Total water withdrawal (10^9 m3/year)","Myanmar","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Nepal","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Oman","World | Asia",2013,1.872,"I",
"Total water withdrawal (10^9 m3/year)","Pakistan","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Palestine","World | Asia",2017,0.3752,"",
"Total water withdrawal (10^9 m3/year)","Papua New Guinea","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Philippines","World | Asia",2017,92.75,"",
"Total water withdrawal (10^9 m3/year)","Qatar","World | Asia",2016,0.9126,"",
"Total water withdrawal (10^9 m3/year)","Republic of Korea","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Saudi Arabia","World | Asia",2017,23.35,"",
"Total water withdrawal (10^9 m3/year)","Singapore","World | Asia",2017,0.6594,"",
"Total water withdrawal (10^9 m3/year)","Sri Lanka","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Syrian Arab Republic","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Tajikistan","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Thailand","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Timor-Leste","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Turkey","World | Asia",2017,58.79,"",
"Total water withdrawal (10^9 m3/year)","Turkmenistan","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","United Arab Emirates","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Uzbekistan","World | Asia",2017,58.9,"",
"Total water withdrawal (10^9 m3/year)","Viet Nam","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Yemen","World | Asia",,,"",
"Total water withdrawal (10^9 m3/year)","Albania","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Andorra","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Austria","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Belarus","World | Europe",2017,1.397,"",
"Total water withdrawal (10^9 m3/year)","Belgium","World | Europe",2015,3.994,"K",
"Total water withdrawal (10^9 m3/year)","Bosnia and Herzegovina","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Bulgaria","World | Europe",2017,5.659,"K",
"Total water withdrawal (10^9 m3/year)","Croatia","World | Europe",2017,0.715,"K",
"Total water withdrawal (10^9 m3/year)","Cyprus","World | Europe",2017,0.311,"I",
"Total water withdrawal (10^9 m3/year)","Czechia","World | Europe",2017,1.63,"",
"Total water withdrawal (10^9 m3/year)","Denmark","World | Europe",2016,0.7411,"",
"Total water withdrawal (10^9 m3/year)","Estonia","World | Europe",2017,1.785,"",
"Total water withdrawal (10^9 m3/year)","Faroe Islands","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Finland","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","France","World | Europe",2016,26.44,"",
"Total water withdrawal (10^9 m3/year)","Germany","World | Europe",2016,24.44,"K",
"Total water withdrawal (10^9 m3/year)","Greece","World | Europe",2016,11.24,"K",
"Total water withdrawal (10^9 m3/year)","Holy See","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Hungary","World | Europe",2017,4.501,"I",
"Total water withdrawal (10^9 m3/year)","Iceland","World | Europe",2016,0.26,"",
"Total water withdrawal (10^9 m3/year)","Ireland","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Italy","World | Europe",2015,34.19,"",
"Total water withdrawal (10^9 m3/year)","Latvia","World | Europe",2017,0.1811,"I",
"Total water withdrawal (10^9 m3/year)","Liechtenstein","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Lithuania","World | Europe",2017,0.259,"",
"Total water withdrawal (10^9 m3/year)","Luxembourg","World | Europe",2017,0.0456,"",
"Total water withdrawal (10^9 m3/year)","Malta","World | Europe",2017,0.0638,"",
"Total water withdrawal (10^9 m3/year)","Monaco","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Montenegro","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Netherlands","World | Europe",2016,16.08,"",
"Total water withdrawal (10^9 m3/year)","North Macedonia","World | Europe",2017,0.5235,"K",
"Total water withdrawal (10^9 m3/year)","Norway","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Poland","World | Europe",2017,10.08,"",
"Total water withdrawal (10^9 m3/year)","Portugal","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Republic of Moldova","World | Europe",2017,0.84,"",
"Total water withdrawal (10^9 m3/year)","Romania","World | Europe",2017,6.773,"",
"Total water withdrawal (10^9 m3/year)","Russian Federation","World | Europe",2017,64.41,"",
"Total water withdrawal (10^9 m3/year)","San Marino","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Serbia","World | Europe",2017,5.377,"I",
"Total water withdrawal (10^9 m3/year)","Slovakia","World | Europe",2017,0.5563,"",
"Total water withdrawal (10^9 m3/year)","Slovenia","World | Europe",2017,0.9314,"",
"Total water withdrawal (10^9 m3/year)","Spain","World | Europe",2016,31.22,"",
"Total water withdrawal (10^9 m3/year)","Sweden","World | Europe",2015,2.375,"",
"Total water withdrawal (10^9 m3/year)","Switzerland","World | Europe",,,"",
"Total water withdrawal (10^9 m3/year)","Ukraine","World | Europe",2017,9.18,"",
"Total water withdrawal (10^9 m3/year)","United Kingdom","World | Europe",2016,8.42,"",
"Total water withdrawal (10^9 m3/year)","Australia","World | Oceania",2017,16.55,"",
"Total water withdrawal (10^9 m3/year)","Cook Islands","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Fiji","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Kiribati","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Marshall Islands","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Micronesia (Federated States of)","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Nauru","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","New Zealand","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Niue","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Palau","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Samoa","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Solomon Islands","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Tokelau","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Tonga","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Tuvalu","World | Oceania",,,"",
"Total water withdrawal (10^9 m3/year)","Vanuatu","World | Oceania",,,"",

"",,,,"2013-2017",,
"Total water withdrawal per capita (m3/inhab/year)","Algeria","World | Africa",2017,253.2,"K",
"Total water withdrawal per capita (m3/inhab/year)","Angola","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Benin","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Botswana","World | Africa",2017,84.21,"K",
"Total water withdrawal per capita (m3/inhab/year)","Burkina Faso","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Burundi","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Cabo Verde","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Cameroon","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Central African Republic","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Chad","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Comoros","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Congo","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Côte d'Ivoire","World | Africa",2014,47.83,"K",
"Total water withdrawal per capita (m3/inhab/year)","Democratic Republic of the Congo","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Djibouti","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Egypt","World | Africa",2017,794.4,"K",
"Total water withdrawal per capita (m3/inhab/year)","Equatorial Guinea","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Eritrea","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Eswatini","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Ethiopia","World | Africa",2016,100.5,"K",
"Total water withdrawal per capita (m3/inhab/year)","Gabon","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Gambia","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Ghana","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Guinea","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Guinea-Bissau","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Kenya","World | Africa",2016,81.13,"K",
"Total water withdrawal per capita (m3/inhab/year)","Lesotho","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Liberia","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Libya","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Madagascar","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Malawi","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Mali","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Mauritania","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Mauritius","World | Africa",2017,487.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Morocco","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Mozambique","World | Africa",2015,49.65,"K",
"Total water withdrawal per capita (m3/inhab/year)","Namibia","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Niger","World | Africa",2017,81.53,"K",
"Total water withdrawal per capita (m3/inhab/year)","Nigeria","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Rwanda","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Sao Tome and Principe","World | Africa",2016,200.2,"K",
"Total water withdrawal per capita (m3/inhab/year)","Senegal","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Seychelles","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Sierra Leone","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Somalia","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","South Africa","World | Africa",2017,341.7,"K",
"Total water withdrawal per capita (m3/inhab/year)","South Sudan","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Sudan","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Togo","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Tunisia","World | Africa",2017,422.7,"K",
"Total water withdrawal per capita (m3/inhab/year)","Uganda","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","United Republic of Tanzania","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Zambia","World | Africa",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Zimbabwe","World | Africa",2017,202.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Antigua and Barbuda","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Argentina","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Bahamas","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Barbados","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Belize","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Bolivia (Plurinational State of)","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Brazil","World | Americas",2017,313.8,"K",
"Total water withdrawal per capita (m3/inhab/year)","Canada","World | Americas",2017,972.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Chile","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Colombia","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Costa Rica","World | Americas",2015,651.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Cuba","World | Americas",2013,605.9,"K",
"Total water withdrawal per capita (m3/inhab/year)","Dominica","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Dominican Republic","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Ecuador","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","El Salvador","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Grenada","World | Americas",2014,130.8,"K",
"Total water withdrawal per capita (m3/inhab/year)","Guatemala","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Guyana","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Haiti","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Honduras","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Jamaica","World | Americas",2016,468.5,"K",
"Total water withdrawal per capita (m3/inhab/year)","Mexico","World | Americas",2017,680.1,"K",
"Total water withdrawal per capita (m3/inhab/year)","Nicaragua","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Panama","World | Americas",2016,295.4,"K",
"Total water withdrawal per capita (m3/inhab/year)","Paraguay","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Peru","World | Americas",2016,500.5,"K",
"Total water withdrawal per capita (m3/inhab/year)","Puerto Rico","World | Americas",2015,894.1,"K",
"Total water withdrawal per capita (m3/inhab/year)","Saint Kitts and Nevis","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Saint Lucia","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Saint Vincent and the Grenadines","World | Americas",2013,77.34,"K",
"Total water withdrawal per capita (m3/inhab/year)","Suriname","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Trinidad and Tobago","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","United States of America","World | Americas",2015,1369.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Uruguay","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Venezuela (Bolivarian Republic of)","World | Americas",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Afghanistan","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Armenia","World | Asia",2017,978.2,"K",
"Total water withdrawal per capita (m3/inhab/year)","Azerbaijan","World | Asia",2017,1300.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Bahrain","World | Asia",2016,291.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Bangladesh","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Bhutan","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Brunei Darussalam","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Cambodia","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","China","World | Asia",2015,415.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Democratic People's Republic of Korea","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Georgia","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","India","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Indonesia","World | Asia",2016,843.2,"K",
"Total water withdrawal per capita (m3/inhab/year)","Iran (Islamic Republic of)","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Iraq","World | Asia",2016,1007.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Israel","World | Asia",2017,276.9,"K",
"Total water withdrawal per capita (m3/inhab/year)","Japan","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Jordan","World | Asia",2016,107.6,"K",
"Total water withdrawal per capita (m3/inhab/year)","Kazakhstan","World | Asia",2017,1343.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Kuwait","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Kyrgyzstan","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Lao People's Democratic Republic","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Lebanon","World | Asia",2015,302.5,"K",
"Total water withdrawal per capita (m3/inhab/year)","Malaysia","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Maldives","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Mongolia","World | Asia",2016,150.3,"K",
"Total water withdrawal per capita (m3/inhab/year)","Myanmar","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Nepal","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Oman","World | Asia",2013,403.8,"K",
"Total water withdrawal per capita (m3/inhab/year)","Pakistan","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Palestine","World | Asia",2017,76.24,"K",
"Total water withdrawal per capita (m3/inhab/year)","Papua New Guinea","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Philippines","World | Asia",2017,884.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Qatar","World | Asia",2016,345.8,"K",
"Total water withdrawal per capita (m3/inhab/year)","Republic of Korea","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Saudi Arabia","World | Asia",2017,708.9,"K",
"Total water withdrawal per capita (m3/inhab/year)","Singapore","World | Asia",2017,115.5,"K",
"Total water withdrawal per capita (m3/inhab/year)","Sri Lanka","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Syrian Arab Republic","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Tajikistan","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Thailand","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Timor-Leste","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Turkey","World | Asia",2017,728.1,"K",
"Total water withdrawal per capita (m3/inhab/year)","Turkmenistan","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","United Arab Emirates","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Uzbekistan","World | Asia",2017,1846.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Viet Nam","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Yemen","World | Asia",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Albania","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Andorra","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Austria","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Belarus","World | Europe",2017,147.5,"K",
"Total water withdrawal per capita (m3/inhab/year)","Belgium","World | Europe",2015,349.5,"K",
"Total water withdrawal per capita (m3/inhab/year)","Bosnia and Herzegovina","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Bulgaria","World | Europe",2017,798.7,"K",
"Total water withdrawal per capita (m3/inhab/year)","Croatia","World | Europe",2017,170.7,"K",
"Total water withdrawal per capita (m3/inhab/year)","Cyprus","World | Europe",2017,263.6,"K",
"Total water withdrawal per capita (m3/inhab/year)","Czechia","World | Europe",2017,153.5,"K",
"Total water withdrawal per capita (m3/inhab/year)","Denmark","World | Europe",2016,129.2,"K",
"Total water withdrawal per capita (m3/inhab/year)","Estonia","World | Europe",2017,1363.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Faroe Islands","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Finland","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","France","World | Europe",2016,406.9,"K",
"Total water withdrawal per capita (m3/inhab/year)","Germany","World | Europe",2016,297.6,"K",
"Total water withdrawal per capita (m3/inhab/year)","Greece","World | Europe",2016,1007.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Holy See","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Hungary","World | Europe",2017,463.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Iceland","World | Europe",2016,776.1,"K",
"Total water withdrawal per capita (m3/inhab/year)","Ireland","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Italy","World | Europe",2015,576.0,"K",
"Total water withdrawal per capita (m3/inhab/year)","Latvia","World | Europe",2017,92.87,"K",
"Total water withdrawal per capita (m3/inhab/year)","Liechtenstein","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Lithuania","World | Europe",2017,89.62,"K",
"Total water withdrawal per capita (m3/inhab/year)","Luxembourg","World | Europe",2017,78.15,"K",
"Total water withdrawal per capita (m3/inhab/year)","Malta","World | Europe",2017,148.1,"K",
"Total water withdrawal per capita (m3/inhab/year)","Monaco","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Montenegro","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Netherlands","World | Europe",2016,943.9,"K",
"Total water withdrawal per capita (m3/inhab/year)","North Macedonia","World | Europe",2017,251.3,"K",
"Total water withdrawal per capita (m3/inhab/year)","Norway","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Poland","World | Europe",2017,264.1,"K",
"Total water withdrawal per capita (m3/inhab/year)","Portugal","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Republic of Moldova","World | Europe",2017,207.4,"K",
"Total water withdrawal per capita (m3/inhab/year)","Romania","World | Europe",2017,344.2,"K",
"Total water withdrawal per capita (m3/inhab/year)","Russian Federation","World | Europe",2017,447.3,"K",
"Total water withdrawal per capita (m3/inhab/year)","San Marino","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Serbia","World | Europe",2017,611.6,"K",
"Total water withdrawal per capita (m3/inhab/year)","Slovakia","World | Europe",2017,102.1,"K",
"Total water withdrawal per capita (m3/inhab/year)","Slovenia","World | Europe",2017,447.8,"K",
"Total water withdrawal per capita (m3/inhab/year)","Spain","World | Europe",2016,673.5,"K",
"Total water withdrawal per capita (m3/inhab/year)","Sweden","World | Europe",2015,239.6,"K",
"Total water withdrawal per capita (m3/inhab/year)","Switzerland","World | Europe",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Ukraine","World | Europe",2017,207.6,"K",
"Total water withdrawal per capita (m3/inhab/year)","United Kingdom","World | Europe",2016,127.2,"K",
"Total water withdrawal per capita (m3/inhab/year)","Australia","World | Oceania",2017,676.9,"K",
"Total water withdrawal per capita (m3/inhab/year)","Cook Islands","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Fiji","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Kiribati","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Marshall Islands","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Micronesia (Federated States of)","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Nauru","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","New Zealand","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Niue","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Palau","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Samoa","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Solomon Islands","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Tokelau","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Tonga","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Tuvalu","World | Oceania",,,"",
"Total water withdrawal per capita (m3/inhab/year)","Vanuatu","World | Oceania",,,"",


Metadata:
"[1] [Observations] | In addition, there is an environmental flow (gasto ecologico) of 395 million m3 (not included in total withdrawal), which has to be taken into consideration"

E - External data
I - AQUASTAT estimate
K - Aggregate data
L - Modelled data
(c) 2020 FAO of the UN
The information contained in AQUASTAT is provided free of charge to all users. Please quote as follows:
FAO. 2016. AQUASTAT Main Database - Food and Agriculture Organization of the United Nations (FAO). Website accessed on[10/11/2020 4:33]

